dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 20
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True
saver_name_pre: wasserstein_vq_refinement_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/20] Iters:[10/20018] gen_loss -0.6521, rec_loss 0.0235, lpips_loss 0.1786, g_loss -0.1730, disc_weight 0.5000, disc_adaptive_weight 4.8082, d_loss 2.4845, logits_real 0.1403, logits_fake 0.1756,
Train Epoch: [1/20] Iters:[930/20018] gen_loss -0.0546, rec_loss 0.0252, lpips_loss 0.1789, g_loss -0.1158, disc_weight 0.5000, disc_adaptive_weight 2.2343, d_loss 0.5386, logits_real 0.1155, logits_fake 0.1158,
Train Epoch: [1/20] Iters:[940/20018] gen_loss -0.0538, rec_loss 0.0252, lpips_loss 0.1791, g_loss -0.1157, disc_weight 0.5000, disc_adaptive_weight 2.2312, d_loss 0.5378, logits_real 0.1154, logits_fake 0.1157,
Train Epoch: [1/20] Iters:[950/20018] gen_loss -0.0543, rec_loss 0.0248, lpips_loss 0.1781, g_loss -0.1156, disc_weight 0.5000, disc_adaptive_weight 2.2264, d_loss 0.5366, logits_real 0.1150, logits_fake 0.1154,
Train Epoch: [1/20] Iters:[960/20018] gen_loss -0.0516, rec_loss 0.0250, lpips_loss 0.1787, g_loss -0.1155, disc_weight 0.5000, disc_adaptive_weight 2.2118, d_loss 0.5354, logits_real 0.1148, logits_fake 0.1153,
Train Epoch: [1/20] Iters:[970/20018] gen_loss -0.0358, rec_loss 0.0254, lpips_loss 0.1798, g_loss -0.1153, disc_weight 0.5000, disc_adaptive_weight 2.0930, d_loss 0.5347, logits_real 0.1146, logits_fake 0.1153,
Train Epoch: [1/20] Iters:[980/20018] gen_loss -0.0289, rec_loss 0.0253, lpips_loss 0.1799, g_loss -0.1151, disc_weight 0.5000, disc_adaptive_weight 2.0360, d_loss 0.5340, logits_real 0.1144, logits_fake 0.1150,
Train Epoch: [1/20] Iters:[990/20018] gen_loss -0.0356, rec_loss 0.0254, lpips_loss 0.1793, g_loss -0.1146, disc_weight 0.5000, disc_adaptive_weight 2.0968, d_loss 0.5336, logits_real 0.1139, logits_fake 0.1144,
Train Epoch: [1/20] Iters:[1000/20018] gen_loss -0.0407, rec_loss 0.0255, lpips_loss 0.1791, g_loss -0.1141, disc_weight 0.5000, disc_adaptive_weight 2.1501, d_loss 0.5330, logits_real 0.1136, logits_fake 0.1140,
Train Epoch: [1/20] Iters:[1010/20018] gen_loss -0.0410, rec_loss 0.0251, lpips_loss 0.1780, g_loss -0.1135, disc_weight 0.5000, disc_adaptive_weight 2.1493, d_loss 0.5324, logits_real 0.1132, logits_fake 0.1135,
Train Epoch: [1/20] Iters:[1020/20018] gen_loss -0.0460, rec_loss 0.0249, lpips_loss 0.1777, g_loss -0.1130, disc_weight 0.5000, disc_adaptive_weight 2.1986, d_loss 0.5318, logits_real 0.1127, logits_fake 0.1128,
Train Epoch: [1/20] Iters:[1030/20018] gen_loss -0.0616, rec_loss 0.0250, lpips_loss 0.1781, g_loss -0.1126, disc_weight 0.5000, disc_adaptive_weight 2.3506, d_loss 0.5314, logits_real 0.1121, logits_fake 0.1123,
Train Epoch: [1/20] Iters:[1040/20018] gen_loss -0.0556, rec_loss 0.0254, lpips_loss 0.1794, g_loss -0.1121, disc_weight 0.5000, disc_adaptive_weight 2.3207, d_loss 0.5306, logits_real 0.1117, logits_fake 0.1121,
Train Epoch: [1/20] Iters:[1050/20018] gen_loss -0.0463, rec_loss 0.0253, lpips_loss 0.1794, g_loss -0.1115, disc_weight 0.5000, disc_adaptive_weight 2.2497, d_loss 0.5298, logits_real 0.1112, logits_fake 0.1116,
Train Epoch: [1/20] Iters:[1060/20018] gen_loss -0.0437, rec_loss 0.0253, lpips_loss 0.1793, g_loss -0.1108, disc_weight 0.5000, disc_adaptive_weight 2.2368, d_loss 0.5295, logits_real 0.1105, logits_fake 0.1111,
Train Epoch: [1/20] Iters:[1070/20018] gen_loss -0.0402, rec_loss 0.0251, lpips_loss 0.1797, g_loss -0.1102, disc_weight 0.5000, disc_adaptive_weight 2.2209, d_loss 0.5292, logits_real 0.1097, logits_fake 0.1104,
Train Epoch: [1/20] Iters:[1080/20018] gen_loss -0.0308, rec_loss 0.0251, lpips_loss 0.1794, g_loss -0.1095, disc_weight 0.5000, disc_adaptive_weight 2.1462, d_loss 0.5286, logits_real 0.1091, logits_fake 0.1098,
Train Epoch: [1/20] Iters:[1090/20018] gen_loss -0.0302, rec_loss 0.0249, lpips_loss 0.1790, g_loss -0.1087, disc_weight 0.5000, disc_adaptive_weight 2.1522, d_loss 0.5279, logits_real 0.1083, logits_fake 0.1089,
Train Epoch: [1/20] Iters:[1100/20018] gen_loss -0.0386, rec_loss 0.0249, lpips_loss 0.1794, g_loss -0.1081, disc_weight 0.5000, disc_adaptive_weight 2.2468, d_loss 0.5278, logits_real 0.1077, logits_fake 0.1082,
Train Epoch: [1/20] Iters:[1110/20018] gen_loss -0.0537, rec_loss 0.0248, lpips_loss 0.1785, g_loss -0.1075, disc_weight 0.5000, disc_adaptive_weight 2.3919, d_loss 0.5272, logits_real 0.1072, logits_fake 0.1074,
Train Epoch: [1/20] Iters:[1120/20018] gen_loss -0.0555, rec_loss 0.0254, lpips_loss 0.1785, g_loss -0.1070, disc_weight 0.5000, disc_adaptive_weight 2.4231, d_loss 0.5264, logits_real 0.1068, logits_fake 0.1070,
Train Epoch: [1/20] Iters:[1130/20018] gen_loss -0.0600, rec_loss 0.0251, lpips_loss 0.1781, g_loss -0.1066, disc_weight 0.5000, disc_adaptive_weight 2.4706, d_loss 0.5257, logits_real 0.1063, logits_fake 0.1064,
Train Epoch: [1/20] Iters:[1140/20018] gen_loss -0.0606, rec_loss 0.0255, lpips_loss 0.1786, g_loss -0.1061, disc_weight 0.5000, disc_adaptive_weight 2.4932, d_loss 0.5256, logits_real 0.1060, logits_fake 0.1060,
Train Epoch: [1/20] Iters:[1150/20018] gen_loss -0.0592, rec_loss 0.0255, lpips_loss 0.1787, g_loss -0.1059, disc_weight 0.5000, disc_adaptive_weight 2.4869, d_loss 0.5255, logits_real 0.1054, logits_fake 0.1056,
Train Epoch: [1/20] Iters:[1160/20018] gen_loss -0.0507, rec_loss 0.0264, lpips_loss 0.1806, g_loss -0.1054, disc_weight 0.5000, disc_adaptive_weight 2.4433, d_loss 0.5251, logits_real 0.1048, logits_fake 0.1052,
Train Epoch: [1/20] Iters:[1170/20018] gen_loss -0.0668, rec_loss 0.0256, lpips_loss 0.1801, g_loss -0.1049, disc_weight 0.5000, disc_adaptive_weight 2.5985, d_loss 0.5247, logits_real 0.1042, logits_fake 0.1047,
Train Epoch: [1/20] Iters:[1180/20018] gen_loss -0.0810, rec_loss 0.0255, lpips_loss 0.1791, g_loss -0.1042, disc_weight 0.5000, disc_adaptive_weight 2.7417, d_loss 0.5246, logits_real 0.1035, logits_fake 0.1041,
Train Epoch: [1/20] Iters:[1190/20018] gen_loss -0.0726, rec_loss 0.0257, lpips_loss 0.1790, g_loss -0.1037, disc_weight 0.5000, disc_adaptive_weight 2.6738, d_loss 0.5240, logits_real 0.1028, logits_fake 0.1037,
Train Epoch: [1/20] Iters:[1200/20018] gen_loss -0.0657, rec_loss 0.0260, lpips_loss 0.1794, g_loss -0.1030, disc_weight 0.5000, disc_adaptive_weight 2.6288, d_loss 0.5233, logits_real 0.1022, logits_fake 0.1030,
Train Epoch: [1/20] Iters:[1210/20018] gen_loss -0.0585, rec_loss 0.0255, lpips_loss 0.1786, g_loss -0.1024, disc_weight 0.5000, disc_adaptive_weight 2.5570, d_loss 0.5232, logits_real 0.1016, logits_fake 0.1024,
Train Epoch: [1/20] Iters:[1220/20018] gen_loss -0.0338, rec_loss 0.0257, lpips_loss 0.1778, g_loss -0.1020, disc_weight 0.5000, disc_adaptive_weight 2.3226, d_loss 0.5229, logits_real 0.1010, logits_fake 0.1020,
Train Epoch: [1/20] Iters:[1230/20018] gen_loss -0.0146, rec_loss 0.0264, lpips_loss 0.1790, g_loss -0.1016, disc_weight 0.5000, disc_adaptive_weight 2.1628, d_loss 0.5223, logits_real 0.1008, logits_fake 0.1017,
Train Epoch: [1/20] Iters:[1240/20018] gen_loss -0.0162, rec_loss 0.0261, lpips_loss 0.1790, g_loss -0.1012, disc_weight 0.5000, disc_adaptive_weight 2.1842, d_loss 0.5218, logits_real 0.1004, logits_fake 0.1011,
Train Epoch: [1/20] Iters:[1250/20018] gen_loss -0.0148, rec_loss 0.0258, lpips_loss 0.1781, g_loss -0.1006, disc_weight 0.5000, disc_adaptive_weight 2.1713, d_loss 0.5213, logits_real 0.1000, logits_fake 0.1006,
Train Epoch: [1/20] Iters:[1260/20018] gen_loss -0.0071, rec_loss 0.0262, lpips_loss 0.1789, g_loss -0.1002, disc_weight 0.5000, disc_adaptive_weight 2.1141, d_loss 0.5206, logits_real 0.0997, logits_fake 0.1003,
Train Epoch: [1/20] Iters:[1270/20018] gen_loss -0.0035, rec_loss 0.0261, lpips_loss 0.1791, g_loss -0.0997, disc_weight 0.5000, disc_adaptive_weight 2.0895, d_loss 0.5202, logits_real 0.0993, logits_fake 0.0998,
Train Epoch: [1/20] Iters:[1280/20018] gen_loss 0.0005, rec_loss 0.0257, lpips_loss 0.1793, g_loss -0.0992, disc_weight 0.5000, disc_adaptive_weight 2.0588, d_loss 0.5197, logits_real 0.0989, logits_fake 0.0994,
Train Epoch: [1/20] Iters:[1290/20018] gen_loss 0.0002, rec_loss 0.0258, lpips_loss 0.1799, g_loss -0.0989, disc_weight 0.5000, disc_adaptive_weight 2.0777, d_loss 0.5197, logits_real 0.0986, logits_fake 0.0991,
Train Epoch: [1/20] Iters:[1300/20018] gen_loss -0.0041, rec_loss 0.0260, lpips_loss 0.1796, g_loss -0.0985, disc_weight 0.5000, disc_adaptive_weight 2.1289, d_loss 0.5193, logits_real 0.0983, logits_fake 0.0989,
Train Epoch: [1/20] Iters:[1310/20018] gen_loss -0.0081, rec_loss 0.0261, lpips_loss 0.1802, g_loss -0.0981, disc_weight 0.5000, disc_adaptive_weight 2.1866, d_loss 0.5191, logits_real 0.0977, logits_fake 0.0983,
Train Epoch: [1/20] Iters:[1320/20018] gen_loss -0.0078, rec_loss 0.0265, lpips_loss 0.1810, g_loss -0.0977, disc_weight 0.5000, disc_adaptive_weight 2.2037, d_loss 0.5191, logits_real 0.0974, logits_fake 0.0979,
Train Epoch: [1/20] Iters:[1330/20018] gen_loss -0.0032, rec_loss 0.0260, lpips_loss 0.1797, g_loss -0.0972, disc_weight 0.5000, disc_adaptive_weight 2.1500, d_loss 0.5189, logits_real 0.0968, logits_fake 0.0972,
Train Epoch: [1/20] Iters:[1340/20018] gen_loss 0.0039, rec_loss 0.0255, lpips_loss 0.1782, g_loss -0.0966, disc_weight 0.5000, disc_adaptive_weight 2.0677, d_loss 0.5183, logits_real 0.0962, logits_fake 0.0968,
Train Epoch: [1/20] Iters:[1350/20018] gen_loss -0.0019, rec_loss 0.0256, lpips_loss 0.1785, g_loss -0.0960, disc_weight 0.5000, disc_adaptive_weight 2.1466, d_loss 0.5180, logits_real 0.0956, logits_fake 0.0960,
Train Epoch: [1/20] Iters:[1360/20018] gen_loss -0.0068, rec_loss 0.0249, lpips_loss 0.1769, g_loss -0.0956, disc_weight 0.5000, disc_adaptive_weight 2.1854, d_loss 0.5177, logits_real 0.0953, logits_fake 0.0955,
Train Epoch: [1/20] Iters:[1370/20018] gen_loss -0.0150, rec_loss 0.0250, lpips_loss 0.1765, g_loss -0.0949, disc_weight 0.5000, disc_adaptive_weight 2.2833, d_loss 0.5173, logits_real 0.0947, logits_fake 0.0949,
Train Epoch: [1/20] Iters:[1380/20018] gen_loss -0.0258, rec_loss 0.0252, lpips_loss 0.1776, g_loss -0.0945, disc_weight 0.5000, disc_adaptive_weight 2.4188, d_loss 0.5172, logits_real 0.0942, logits_fake 0.0944,
Train Epoch: [1/20] Iters:[1390/20018] gen_loss -0.0340, rec_loss 0.0254, lpips_loss 0.1778, g_loss -0.0940, disc_weight 0.5000, disc_adaptive_weight 2.5236, d_loss 0.5170, logits_real 0.0936, logits_fake 0.0938,
Train Epoch: [1/20] Iters:[1400/20018] gen_loss -0.0342, rec_loss 0.0258, lpips_loss 0.1787, g_loss -0.0935, disc_weight 0.5000, disc_adaptive_weight 2.5512, d_loss 0.5170, logits_real 0.0932, logits_fake 0.0934,
Train Epoch: [1/20] Iters:[1410/20018] gen_loss -0.0365, rec_loss 0.0263, lpips_loss 0.1794, g_loss -0.0932, disc_weight 0.5000, disc_adaptive_weight 2.5981, d_loss 0.5170, logits_real 0.0928, logits_fake 0.0931,
Train Epoch: [1/20] Iters:[1420/20018] gen_loss -0.0320, rec_loss 0.0259, lpips_loss 0.1798, g_loss -0.0929, disc_weight 0.5000, disc_adaptive_weight 2.5582, d_loss 0.5167, logits_real 0.0924, logits_fake 0.0930,
Train Epoch: [1/20] Iters:[1430/20018] gen_loss -0.0233, rec_loss 0.0258, lpips_loss 0.1796, g_loss -0.0924, disc_weight 0.5000, disc_adaptive_weight 2.4742, d_loss 0.5166, logits_real 0.0920, logits_fake 0.0927,
Train Epoch: [1/20] Iters:[1440/20018] gen_loss -0.0280, rec_loss 0.0258, lpips_loss 0.1797, g_loss -0.0921, disc_weight 0.5000, disc_adaptive_weight 2.5338, d_loss 0.5164, logits_real 0.0917, logits_fake 0.0924,
Train Epoch: [1/20] Iters:[1450/20018] gen_loss -0.0194, rec_loss 0.0250, lpips_loss 0.1783, g_loss -0.0922, disc_weight 0.5000, disc_adaptive_weight 2.4173, d_loss 0.5160, logits_real 0.0915, logits_fake 0.0923,
Train Epoch: [1/20] Iters:[1460/20018] gen_loss -0.0110, rec_loss 0.0247, lpips_loss 0.1783, g_loss -0.0920, disc_weight 0.5000, disc_adaptive_weight 2.3288, d_loss 0.5157, logits_real 0.0914, logits_fake 0.0922,
Train Epoch: [1/20] Iters:[1470/20018] gen_loss -0.0135, rec_loss 0.0248, lpips_loss 0.1777, g_loss -0.0919, disc_weight 0.5000, disc_adaptive_weight 2.3507, d_loss 0.5152, logits_real 0.0914, logits_fake 0.0920,
Train Epoch: [1/20] Iters:[1480/20018] gen_loss -0.0197, rec_loss 0.0250, lpips_loss 0.1769, g_loss -0.0917, disc_weight 0.5000, disc_adaptive_weight 2.4184, d_loss 0.5147, logits_real 0.0911, logits_fake 0.0914,
Train Epoch: [1/20] Iters:[1490/20018] gen_loss -0.0164, rec_loss 0.0251, lpips_loss 0.1771, g_loss -0.0913, disc_weight 0.5000, disc_adaptive_weight 2.3949, d_loss 0.5145, logits_real 0.0907, logits_fake 0.0910,
Train Epoch: [1/20] Iters:[1500/20018] gen_loss -0.0177, rec_loss 0.0250, lpips_loss 0.1770, g_loss -0.0907, disc_weight 0.5000, disc_adaptive_weight 2.4235, d_loss 0.5142, logits_real 0.0903, logits_fake 0.0906,
Train Epoch: [1/20] Iters:[1510/20018] gen_loss -0.0201, rec_loss 0.0257, lpips_loss 0.1781, g_loss -0.0900, disc_weight 0.5000, disc_adaptive_weight 2.4901, d_loss 0.5140, logits_real 0.0896, logits_fake 0.0899,
Train Epoch: [1/20] Iters:[1520/20018] gen_loss -0.0160, rec_loss 0.0259, lpips_loss 0.1783, g_loss -0.0892, disc_weight 0.5000, disc_adaptive_weight 2.4676, d_loss 0.5140, logits_real 0.0888, logits_fake 0.0892,
Train Epoch: [1/20] Iters:[1530/20018] gen_loss -0.0098, rec_loss 0.0259, lpips_loss 0.1797, g_loss -0.0886, disc_weight 0.5000, disc_adaptive_weight 2.4300, d_loss 0.5140, logits_real 0.0881, logits_fake 0.0887,
Train Epoch: [1/20] Iters:[1540/20018] gen_loss -0.0170, rec_loss 0.0264, lpips_loss 0.1801, g_loss -0.0879, disc_weight 0.5000, disc_adaptive_weight 2.5448, d_loss 0.5138, logits_real 0.0876, logits_fake 0.0881,
Train Epoch: [1/20] Iters:[1550/20018] gen_loss -0.0162, rec_loss 0.0268, lpips_loss 0.1802, g_loss -0.0871, disc_weight 0.5000, disc_adaptive_weight 2.5619, d_loss 0.5140, logits_real 0.0868, logits_fake 0.0874,
Train Epoch: [1/20] Iters:[1560/20018] gen_loss -0.0155, rec_loss 0.0263, lpips_loss 0.1794, g_loss -0.0864, disc_weight 0.5000, disc_adaptive_weight 2.5594, d_loss 0.5138, logits_real 0.0861, logits_fake 0.0868,
Train Epoch: [1/20] Iters:[1570/20018] gen_loss -0.0145, rec_loss 0.0263, lpips_loss 0.1800, g_loss -0.0857, disc_weight 0.5000, disc_adaptive_weight 2.5732, d_loss 0.5135, logits_real 0.0855, logits_fake 0.0860,
Train Epoch: [1/20] Iters:[1580/20018] gen_loss -0.0214, rec_loss 0.0263, lpips_loss 0.1787, g_loss -0.0851, disc_weight 0.5000, disc_adaptive_weight 2.6568, d_loss 0.5132, logits_real 0.0849, logits_fake 0.0854,
Train Epoch: [1/20] Iters:[1590/20018] gen_loss -0.0094, rec_loss 0.0260, lpips_loss 0.1778, g_loss -0.0844, disc_weight 0.5000, disc_adaptive_weight 2.5217, d_loss 0.5131, logits_real 0.0843, logits_fake 0.0847,
Train Epoch: [1/20] Iters:[1600/20018] gen_loss -0.0079, rec_loss 0.0262, lpips_loss 0.1793, g_loss -0.0839, disc_weight 0.5000, disc_adaptive_weight 2.5392, d_loss 0.5128, logits_real 0.0836, logits_fake 0.0840,
Train Epoch: [1/20] Iters:[1610/20018] gen_loss 0.0000, rec_loss 0.0264, lpips_loss 0.1789, g_loss -0.0835, disc_weight 0.5000, disc_adaptive_weight 2.4556, d_loss 0.5124, logits_real 0.0832, logits_fake 0.0833,
Train Epoch: [1/20] Iters:[1620/20018] gen_loss 0.0022, rec_loss 0.0269, lpips_loss 0.1790, g_loss -0.0830, disc_weight 0.5000, disc_adaptive_weight 2.4500, d_loss 0.5122, logits_real 0.0825, logits_fake 0.0827,
Train Epoch: [1/20] Iters:[1630/20018] gen_loss 0.0136, rec_loss 0.0267, lpips_loss 0.1792, g_loss -0.0825, disc_weight 0.5000, disc_adaptive_weight 2.3277, d_loss 0.5122, logits_real 0.0821, logits_fake 0.0822,
Train Epoch: [1/20] Iters:[1640/20018] gen_loss 0.0173, rec_loss 0.0266, lpips_loss 0.1794, g_loss -0.0821, disc_weight 0.5000, disc_adaptive_weight 2.2969, d_loss 0.5120, logits_real 0.0815, logits_fake 0.0818,
Train Epoch: [1/20] Iters:[1650/20018] gen_loss 0.0181, rec_loss 0.0262, lpips_loss 0.1777, g_loss -0.0815, disc_weight 0.5000, disc_adaptive_weight 2.2834, d_loss 0.5119, logits_real 0.0810, logits_fake 0.0811,
Train Epoch: [1/20] Iters:[1660/20018] gen_loss 0.0123, rec_loss 0.0259, lpips_loss 0.1774, g_loss -0.0810, disc_weight 0.5000, disc_adaptive_weight 2.3605, d_loss 0.5120, logits_real 0.0806, logits_fake 0.0808,
Train Epoch: [1/20] Iters:[1670/20018] gen_loss 0.0150, rec_loss 0.0255, lpips_loss 0.1777, g_loss -0.0805, disc_weight 0.5000, disc_adaptive_weight 2.3389, d_loss 0.5120, logits_real 0.0801, logits_fake 0.0804,
Train Epoch: [1/20] Iters:[1680/20018] gen_loss 0.0152, rec_loss 0.0260, lpips_loss 0.1782, g_loss -0.0799, disc_weight 0.5000, disc_adaptive_weight 2.3660, d_loss 0.5119, logits_real 0.0795, logits_fake 0.0800,
Train Epoch: [1/20] Iters:[1690/20018] gen_loss 0.0179, rec_loss 0.0260, lpips_loss 0.1791, g_loss -0.0792, disc_weight 0.5000, disc_adaptive_weight 2.3611, d_loss 0.5118, logits_real 0.0790, logits_fake 0.0794,
Train Epoch: [1/20] Iters:[1700/20018] gen_loss 0.0178, rec_loss 0.0260, lpips_loss 0.1792, g_loss -0.0786, disc_weight 0.5000, disc_adaptive_weight 2.3861, d_loss 0.5116, logits_real 0.0784, logits_fake 0.0788,
Train Epoch: [1/20] Iters:[1710/20018] gen_loss 0.0226, rec_loss 0.0263, lpips_loss 0.1796, g_loss -0.0782, disc_weight 0.5000, disc_adaptive_weight 2.3473, d_loss 0.5115, logits_real 0.0778, logits_fake 0.0784,
Train Epoch: [1/20] Iters:[1720/20018] gen_loss 0.0156, rec_loss 0.0259, lpips_loss 0.1785, g_loss -0.0778, disc_weight 0.5000, disc_adaptive_weight 2.4282, d_loss 0.5114, logits_real 0.0775, logits_fake 0.0780,
Train Epoch: [1/20] Iters:[1730/20018] gen_loss 0.0119, rec_loss 0.0257, lpips_loss 0.1784, g_loss -0.0775, disc_weight 0.5000, disc_adaptive_weight 2.4847, d_loss 0.5113, logits_real 0.0771, logits_fake 0.0776,
Train Epoch: [1/20] Iters:[1740/20018] gen_loss 0.0084, rec_loss 0.0259, lpips_loss 0.1788, g_loss -0.0773, disc_weight 0.5000, disc_adaptive_weight 2.5418, d_loss 0.5110, logits_real 0.0769, logits_fake 0.0775,
Train Epoch: [1/20] Iters:[1750/20018] gen_loss 0.0130, rec_loss 0.0262, lpips_loss 0.1790, g_loss -0.0772, disc_weight 0.5000, disc_adaptive_weight 2.4925, d_loss 0.5109, logits_real 0.0768, logits_fake 0.0773,
Train Epoch: [1/20] Iters:[1760/20018] gen_loss 0.0160, rec_loss 0.0256, lpips_loss 0.1782, g_loss -0.0767, disc_weight 0.5000, disc_adaptive_weight 2.4479, d_loss 0.5107, logits_real 0.0764, logits_fake 0.0769,
Train Epoch: [1/20] Iters:[1770/20018] gen_loss 0.0212, rec_loss 0.0261, lpips_loss 0.1791, g_loss -0.0761, disc_weight 0.5000, disc_adaptive_weight 2.4179, d_loss 0.5106, logits_real 0.0760, logits_fake 0.0764,
Train Epoch: [1/20] Iters:[1780/20018] gen_loss 0.0150, rec_loss 0.0259, lpips_loss 0.1790, g_loss -0.0757, disc_weight 0.5000, disc_adaptive_weight 2.5098, d_loss 0.5104, logits_real 0.0756, logits_fake 0.0761,
Train Epoch: [1/20] Iters:[1790/20018] gen_loss 0.0146, rec_loss 0.0259, lpips_loss 0.1787, g_loss -0.0753, disc_weight 0.5000, disc_adaptive_weight 2.5241, d_loss 0.5103, logits_real 0.0751, logits_fake 0.0756,
Train Epoch: [1/20] Iters:[1800/20018] gen_loss 0.0173, rec_loss 0.0257, lpips_loss 0.1793, g_loss -0.0753, disc_weight 0.5000, disc_adaptive_weight 2.4929, d_loss 0.5101, logits_real 0.0750, logits_fake 0.0756,
Train Epoch: [1/20] Iters:[1810/20018] gen_loss 0.0209, rec_loss 0.0266, lpips_loss 0.1812, g_loss -0.0754, disc_weight 0.5000, disc_adaptive_weight 2.4794, d_loss 0.5102, logits_real 0.0750, logits_fake 0.0756,
Train Epoch: [1/20] Iters:[1820/20018] gen_loss 0.0201, rec_loss 0.0260, lpips_loss 0.1802, g_loss -0.0755, disc_weight 0.5000, disc_adaptive_weight 2.4656, d_loss 0.5099, logits_real 0.0749, logits_fake 0.0756,
Train Epoch: [1/20] Iters:[1830/20018] gen_loss 0.0234, rec_loss 0.0263, lpips_loss 0.1811, g_loss -0.0758, disc_weight 0.5000, disc_adaptive_weight 2.4286, d_loss 0.5098, logits_real 0.0752, logits_fake 0.0755,
Train Epoch: [1/20] Iters:[1840/20018] gen_loss 0.0283, rec_loss 0.0264, lpips_loss 0.1807, g_loss -0.0756, disc_weight 0.5000, disc_adaptive_weight 2.3629, d_loss 0.5096, logits_real 0.0752, logits_fake 0.0754,
Train Epoch: [1/20] Iters:[1850/20018] gen_loss 0.0282, rec_loss 0.0267, lpips_loss 0.1804, g_loss -0.0753, disc_weight 0.5000, disc_adaptive_weight 2.3765, d_loss 0.5095, logits_real 0.0749, logits_fake 0.0751,
Train Epoch: [1/20] Iters:[1860/20018] gen_loss 0.0195, rec_loss 0.0263, lpips_loss 0.1789, g_loss -0.0750, disc_weight 0.5000, disc_adaptive_weight 2.4753, d_loss 0.5094, logits_real 0.0746, logits_fake 0.0748,
Train Epoch: [1/20] Iters:[1870/20018] gen_loss 0.0171, rec_loss 0.0271, lpips_loss 0.1810, g_loss -0.0747, disc_weight 0.5000, disc_adaptive_weight 2.5593, d_loss 0.5095, logits_real 0.0744, logits_fake 0.0745,
Train Epoch: [1/20] Iters:[1880/20018] gen_loss 0.0190, rec_loss 0.0270, lpips_loss 0.1804, g_loss -0.0742, disc_weight 0.5000, disc_adaptive_weight 2.5442, d_loss 0.5094, logits_real 0.0740, logits_fake 0.0742,
Train Epoch: [1/20] Iters:[1890/20018] gen_loss 0.0180, rec_loss 0.0267, lpips_loss 0.1808, g_loss -0.0741, disc_weight 0.5000, disc_adaptive_weight 2.5602, d_loss 0.5093, logits_real 0.0739, logits_fake 0.0741,
Train Epoch: [1/20] Iters:[1900/20018] gen_loss 0.0198, rec_loss 0.0264, lpips_loss 0.1803, g_loss -0.0738, disc_weight 0.5000, disc_adaptive_weight 2.5362, d_loss 0.5092, logits_real 0.0735, logits_fake 0.0737,
Train Epoch: [1/20] Iters:[1910/20018] gen_loss 0.0205, rec_loss 0.0265, lpips_loss 0.1813, g_loss -0.0734, disc_weight 0.5000, disc_adaptive_weight 2.5579, d_loss 0.5090, logits_real 0.0732, logits_fake 0.0733,
Train Epoch: [1/20] Iters:[1920/20018] gen_loss 0.0273, rec_loss 0.0264, lpips_loss 0.1793, g_loss -0.0730, disc_weight 0.5000, disc_adaptive_weight 2.4458, d_loss 0.5088, logits_real 0.0728, logits_fake 0.0729,
