dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 0.6143, rec_loss 0.0225, lpips_loss 0.1724, g_loss 0.1994, disc_weight 0.5000, disc_adaptive_weight 2.1294, d_loss 2.5330, logits_real -0.1890, logits_fake -0.2041,
Train Epoch: [1/10] Iters:[920/20018] gen_loss 0.4537, rec_loss 0.0240, lpips_loss 0.1725, g_loss 0.1238, disc_weight 0.5000, disc_adaptive_weight 2.0780, d_loss 0.5401, logits_real -0.1241, logits_fake -0.1235,
Train Epoch: [1/10] Iters:[930/20018] gen_loss 0.4533, rec_loss 0.0240, lpips_loss 0.1723, g_loss 0.1234, disc_weight 0.5000, disc_adaptive_weight 2.0837, d_loss 0.5391, logits_real -0.1235, logits_fake -0.1231,
Train Epoch: [1/10] Iters:[940/20018] gen_loss 0.4531, rec_loss 0.0241, lpips_loss 0.1727, g_loss 0.1231, disc_weight 0.5000, disc_adaptive_weight 2.0832, d_loss 0.5382, logits_real -0.1232, logits_fake -0.1226,
Train Epoch: [1/10] Iters:[950/20018] gen_loss 0.4527, rec_loss 0.0238, lpips_loss 0.1719, g_loss 0.1226, disc_weight 0.5000, disc_adaptive_weight 2.0962, d_loss 0.5376, logits_real -0.1228, logits_fake -0.1224,
Train Epoch: [1/10] Iters:[960/20018] gen_loss 0.4551, rec_loss 0.0239, lpips_loss 0.1726, g_loss 0.1222, disc_weight 0.5000, disc_adaptive_weight 2.1153, d_loss 0.5373, logits_real -0.1225, logits_fake -0.1220,
Train Epoch: [1/10] Iters:[970/20018] gen_loss 0.4663, rec_loss 0.0242, lpips_loss 0.1737, g_loss 0.1217, disc_weight 0.5000, disc_adaptive_weight 2.2044, d_loss 0.5362, logits_real -0.1219, logits_fake -0.1215,
Train Epoch: [1/10] Iters:[980/20018] gen_loss 0.4635, rec_loss 0.0242, lpips_loss 0.1737, g_loss 0.1211, disc_weight 0.5000, disc_adaptive_weight 2.1909, d_loss 0.5357, logits_real -0.1214, logits_fake -0.1208,
Train Epoch: [1/10] Iters:[990/20018] gen_loss 0.4562, rec_loss 0.0241, lpips_loss 0.1730, g_loss 0.1206, disc_weight 0.5000, disc_adaptive_weight 2.1457, d_loss 0.5350, logits_real -0.1208, logits_fake -0.1205,
Train Epoch: [1/10] Iters:[1000/20018] gen_loss 0.4527, rec_loss 0.0243, lpips_loss 0.1726, g_loss 0.1206, disc_weight 0.5000, disc_adaptive_weight 2.1202, d_loss 0.5342, logits_real -0.1207, logits_fake -0.1203,
Train Epoch: [1/10] Iters:[1010/20018] gen_loss 0.4538, rec_loss 0.0238, lpips_loss 0.1713, g_loss 0.1202, disc_weight 0.5000, disc_adaptive_weight 2.1511, d_loss 0.5334, logits_real -0.1203, logits_fake -0.1200,
Train Epoch: [1/10] Iters:[1020/20018] gen_loss 0.4360, rec_loss 0.0236, lpips_loss 0.1711, g_loss 0.1201, disc_weight 0.5000, disc_adaptive_weight 2.0098, d_loss 0.5331, logits_real -0.1201, logits_fake -0.1199,
Train Epoch: [1/10] Iters:[1030/20018] gen_loss 0.4503, rec_loss 0.0237, lpips_loss 0.1714, g_loss 0.1199, disc_weight 0.5000, disc_adaptive_weight 2.1286, d_loss 0.5321, logits_real -0.1201, logits_fake -0.1199,
Train Epoch: [1/10] Iters:[1040/20018] gen_loss 0.4568, rec_loss 0.0241, lpips_loss 0.1727, g_loss 0.1198, disc_weight 0.5000, disc_adaptive_weight 2.1691, d_loss 0.5316, logits_real -0.1199, logits_fake -0.1196,
Train Epoch: [1/10] Iters:[1050/20018] gen_loss 0.4601, rec_loss 0.0240, lpips_loss 0.1728, g_loss 0.1192, disc_weight 0.5000, disc_adaptive_weight 2.2064, d_loss 0.5309, logits_real -0.1194, logits_fake -0.1194,
Train Epoch: [1/10] Iters:[1060/20018] gen_loss 0.4493, rec_loss 0.0241, lpips_loss 0.1729, g_loss 0.1189, disc_weight 0.5000, disc_adaptive_weight 2.1194, d_loss 0.5301, logits_real -0.1190, logits_fake -0.1190,
Train Epoch: [1/10] Iters:[1070/20018] gen_loss 0.4627, rec_loss 0.0238, lpips_loss 0.1732, g_loss 0.1185, disc_weight 0.5000, disc_adaptive_weight 2.2376, d_loss 0.5299, logits_real -0.1187, logits_fake -0.1185,
Train Epoch: [1/10] Iters:[1080/20018] gen_loss 0.4479, rec_loss 0.0238, lpips_loss 0.1731, g_loss 0.1179, disc_weight 0.5000, disc_adaptive_weight 2.1264, d_loss 0.5297, logits_real -0.1179, logits_fake -0.1178,
Train Epoch: [1/10] Iters:[1090/20018] gen_loss 0.4500, rec_loss 0.0236, lpips_loss 0.1727, g_loss 0.1173, disc_weight 0.5000, disc_adaptive_weight 2.1619, d_loss 0.5293, logits_real -0.1176, logits_fake -0.1174,
Train Epoch: [1/10] Iters:[1100/20018] gen_loss 0.4471, rec_loss 0.0236, lpips_loss 0.1733, g_loss 0.1165, disc_weight 0.5000, disc_adaptive_weight 2.1468, d_loss 0.5289, logits_real -0.1167, logits_fake -0.1164,
Train Epoch: [1/10] Iters:[1110/20018] gen_loss 0.4511, rec_loss 0.0234, lpips_loss 0.1725, g_loss 0.1155, disc_weight 0.5000, disc_adaptive_weight 2.2082, d_loss 0.5284, logits_real -0.1159, logits_fake -0.1153,
Train Epoch: [1/10] Iters:[1120/20018] gen_loss 0.4424, rec_loss 0.0240, lpips_loss 0.1728, g_loss 0.1142, disc_weight 0.5000, disc_adaptive_weight 2.1493, d_loss 0.5276, logits_real -0.1148, logits_fake -0.1142,
Train Epoch: [1/10] Iters:[1130/20018] gen_loss 0.4481, rec_loss 0.0239, lpips_loss 0.1723, g_loss 0.1133, disc_weight 0.5000, disc_adaptive_weight 2.2227, d_loss 0.5270, logits_real -0.1139, logits_fake -0.1132,
Train Epoch: [1/10] Iters:[1140/20018] gen_loss 0.4440, rec_loss 0.0244, lpips_loss 0.1729, g_loss 0.1122, disc_weight 0.5000, disc_adaptive_weight 2.1980, d_loss 0.5262, logits_real -0.1128, logits_fake -0.1122,
Train Epoch: [1/10] Iters:[1150/20018] gen_loss 0.4438, rec_loss 0.0245, lpips_loss 0.1730, g_loss 0.1115, disc_weight 0.5000, disc_adaptive_weight 2.2078, d_loss 0.5257, logits_real -0.1124, logits_fake -0.1115,
Train Epoch: [1/10] Iters:[1160/20018] gen_loss 0.4367, rec_loss 0.0252, lpips_loss 0.1748, g_loss 0.1112, disc_weight 0.5000, disc_adaptive_weight 2.1267, d_loss 0.5255, logits_real -0.1118, logits_fake -0.1112,
Train Epoch: [1/10] Iters:[1170/20018] gen_loss 0.4562, rec_loss 0.0246, lpips_loss 0.1743, g_loss 0.1113, disc_weight 0.5000, disc_adaptive_weight 2.3121, d_loss 0.5251, logits_real -0.1117, logits_fake -0.1114,
Train Epoch: [1/10] Iters:[1180/20018] gen_loss 0.4504, rec_loss 0.0245, lpips_loss 0.1736, g_loss 0.1113, disc_weight 0.5000, disc_adaptive_weight 2.2671, d_loss 0.5245, logits_real -0.1116, logits_fake -0.1113,
Train Epoch: [1/10] Iters:[1190/20018] gen_loss 0.4558, rec_loss 0.0246, lpips_loss 0.1738, g_loss 0.1113, disc_weight 0.5000, disc_adaptive_weight 2.3137, d_loss 0.5242, logits_real -0.1117, logits_fake -0.1114,
Train Epoch: [1/10] Iters:[1200/20018] gen_loss 0.4549, rec_loss 0.0246, lpips_loss 0.1739, g_loss 0.1112, disc_weight 0.5000, disc_adaptive_weight 2.3080, d_loss 0.5238, logits_real -0.1114, logits_fake -0.1114,
Train Epoch: [1/10] Iters:[1210/20018] gen_loss 0.4507, rec_loss 0.0241, lpips_loss 0.1729, g_loss 0.1107, disc_weight 0.5000, disc_adaptive_weight 2.2920, d_loss 0.5234, logits_real -0.1111, logits_fake -0.1110,
Train Epoch: [1/10] Iters:[1220/20018] gen_loss 0.4349, rec_loss 0.0244, lpips_loss 0.1720, g_loss 0.1102, disc_weight 0.5000, disc_adaptive_weight 2.1637, d_loss 0.5232, logits_real -0.1108, logits_fake -0.1105,
Train Epoch: [1/10] Iters:[1230/20018] gen_loss 0.4272, rec_loss 0.0251, lpips_loss 0.1729, g_loss 0.1098, disc_weight 0.5000, disc_adaptive_weight 2.0863, d_loss 0.5227, logits_real -0.1104, logits_fake -0.1101,
Train Epoch: [1/10] Iters:[1240/20018] gen_loss 0.4131, rec_loss 0.0247, lpips_loss 0.1726, g_loss 0.1094, disc_weight 0.5000, disc_adaptive_weight 1.9716, d_loss 0.5223, logits_real -0.1097, logits_fake -0.1095,
Train Epoch: [1/10] Iters:[1250/20018] gen_loss 0.4112, rec_loss 0.0245, lpips_loss 0.1716, g_loss 0.1089, disc_weight 0.5000, disc_adaptive_weight 1.9734, d_loss 0.5218, logits_real -0.1092, logits_fake -0.1088,
Train Epoch: [1/10] Iters:[1260/20018] gen_loss 0.4188, rec_loss 0.0250, lpips_loss 0.1724, g_loss 0.1083, disc_weight 0.5000, disc_adaptive_weight 2.0443, d_loss 0.5212, logits_real -0.1085, logits_fake -0.1083,
Train Epoch: [1/10] Iters:[1270/20018] gen_loss 0.4147, rec_loss 0.0247, lpips_loss 0.1723, g_loss 0.1075, disc_weight 0.5000, disc_adaptive_weight 2.0259, d_loss 0.5206, logits_real -0.1077, logits_fake -0.1076,
Train Epoch: [1/10] Iters:[1280/20018] gen_loss 0.4224, rec_loss 0.0244, lpips_loss 0.1726, g_loss 0.1066, disc_weight 0.5000, disc_adaptive_weight 2.1151, d_loss 0.5202, logits_real -0.1070, logits_fake -0.1068,
Train Epoch: [1/10] Iters:[1290/20018] gen_loss 0.4296, rec_loss 0.0246, lpips_loss 0.1733, g_loss 0.1059, disc_weight 0.5000, disc_adaptive_weight 2.1886, d_loss 0.5198, logits_real -0.1062, logits_fake -0.1060,
Train Epoch: [1/10] Iters:[1300/20018] gen_loss 0.4337, rec_loss 0.0249, lpips_loss 0.1732, g_loss 0.1053, disc_weight 0.5000, disc_adaptive_weight 2.2390, d_loss 0.5197, logits_real -0.1058, logits_fake -0.1056,
Train Epoch: [1/10] Iters:[1310/20018] gen_loss 0.4398, rec_loss 0.0250, lpips_loss 0.1740, g_loss 0.1050, disc_weight 0.5000, disc_adaptive_weight 2.2927, d_loss 0.5194, logits_real -0.1055, logits_fake -0.1051,
Train Epoch: [1/10] Iters:[1320/20018] gen_loss 0.4550, rec_loss 0.0255, lpips_loss 0.1749, g_loss 0.1047, disc_weight 0.5000, disc_adaptive_weight 2.4337, d_loss 0.5194, logits_real -0.1051, logits_fake -0.1047,
Train Epoch: [1/10] Iters:[1330/20018] gen_loss 0.4579, rec_loss 0.0250, lpips_loss 0.1739, g_loss 0.1045, disc_weight 0.5000, disc_adaptive_weight 2.4797, d_loss 0.5189, logits_real -0.1048, logits_fake -0.1045,
Train Epoch: [1/10] Iters:[1340/20018] gen_loss 0.4603, rec_loss 0.0246, lpips_loss 0.1724, g_loss 0.1042, disc_weight 0.5000, disc_adaptive_weight 2.5268, d_loss 0.5187, logits_real -0.1045, logits_fake -0.1042,
Train Epoch: [1/10] Iters:[1350/20018] gen_loss 0.4513, rec_loss 0.0247, lpips_loss 0.1727, g_loss 0.1040, disc_weight 0.5000, disc_adaptive_weight 2.4406, d_loss 0.5179, logits_real -0.1042, logits_fake -0.1038,
Train Epoch: [1/10] Iters:[1360/20018] gen_loss 0.4479, rec_loss 0.0240, lpips_loss 0.1709, g_loss 0.1037, disc_weight 0.5000, disc_adaptive_weight 2.4405, d_loss 0.5178, logits_real -0.1040, logits_fake -0.1037,
Train Epoch: [1/10] Iters:[1370/20018] gen_loss 0.4303, rec_loss 0.0242, lpips_loss 0.1708, g_loss 0.1034, disc_weight 0.5000, disc_adaptive_weight 2.2750, d_loss 0.5174, logits_real -0.1037, logits_fake -0.1035,
Train Epoch: [1/10] Iters:[1380/20018] gen_loss 0.4350, rec_loss 0.0243, lpips_loss 0.1720, g_loss 0.1031, disc_weight 0.5000, disc_adaptive_weight 2.3140, d_loss 0.5171, logits_real -0.1035, logits_fake -0.1032,
Train Epoch: [1/10] Iters:[1390/20018] gen_loss 0.4300, rec_loss 0.0244, lpips_loss 0.1720, g_loss 0.1029, disc_weight 0.5000, disc_adaptive_weight 2.2677, d_loss 0.5168, logits_real -0.1034, logits_fake -0.1031,
Train Epoch: [1/10] Iters:[1400/20018] gen_loss 0.4373, rec_loss 0.0248, lpips_loss 0.1729, g_loss 0.1027, disc_weight 0.5000, disc_adaptive_weight 2.3318, d_loss 0.5170, logits_real -0.1032, logits_fake -0.1029,
Train Epoch: [1/10] Iters:[1410/20018] gen_loss 0.4475, rec_loss 0.0253, lpips_loss 0.1737, g_loss 0.1027, disc_weight 0.5000, disc_adaptive_weight 2.4192, d_loss 0.5168, logits_real -0.1029, logits_fake -0.1026,
Train Epoch: [1/10] Iters:[1420/20018] gen_loss 0.4458, rec_loss 0.0249, lpips_loss 0.1741, g_loss 0.1026, disc_weight 0.5000, disc_adaptive_weight 2.4027, d_loss 0.5166, logits_real -0.1029, logits_fake -0.1025,
Train Epoch: [1/10] Iters:[1430/20018] gen_loss 0.4389, rec_loss 0.0247, lpips_loss 0.1736, g_loss 0.1024, disc_weight 0.5000, disc_adaptive_weight 2.3519, d_loss 0.5166, logits_real -0.1027, logits_fake -0.1022,
Train Epoch: [1/10] Iters:[1440/20018] gen_loss 0.4429, rec_loss 0.0247, lpips_loss 0.1738, g_loss 0.1020, disc_weight 0.5000, disc_adaptive_weight 2.3982, d_loss 0.5165, logits_real -0.1022, logits_fake -0.1018,
Train Epoch: [1/10] Iters:[1450/20018] gen_loss 0.4352, rec_loss 0.0239, lpips_loss 0.1723, g_loss 0.1016, disc_weight 0.5000, disc_adaptive_weight 2.3525, d_loss 0.5159, logits_real -0.1020, logits_fake -0.1015,
Train Epoch: [1/10] Iters:[1460/20018] gen_loss 0.4224, rec_loss 0.0235, lpips_loss 0.1725, g_loss 0.1012, disc_weight 0.5000, disc_adaptive_weight 2.2394, d_loss 0.5157, logits_real -0.1017, logits_fake -0.1011,
Train Epoch: [1/10] Iters:[1470/20018] gen_loss 0.4255, rec_loss 0.0235, lpips_loss 0.1714, g_loss 0.1005, disc_weight 0.5000, disc_adaptive_weight 2.2935, d_loss 0.5155, logits_real -0.1009, logits_fake -0.1005,
Train Epoch: [1/10] Iters:[1480/20018] gen_loss 0.4225, rec_loss 0.0237, lpips_loss 0.1706, g_loss 0.1002, disc_weight 0.5000, disc_adaptive_weight 2.2769, d_loss 0.5151, logits_real -0.1004, logits_fake -0.1001,
Train Epoch: [1/10] Iters:[1490/20018] gen_loss 0.4215, rec_loss 0.0237, lpips_loss 0.1708, g_loss 0.0998, disc_weight 0.5000, disc_adaptive_weight 2.2737, d_loss 0.5148, logits_real -0.1000, logits_fake -0.0997,
Train Epoch: [1/10] Iters:[1500/20018] gen_loss 0.4208, rec_loss 0.0235, lpips_loss 0.1706, g_loss 0.0991, disc_weight 0.5000, disc_adaptive_weight 2.2873, d_loss 0.5146, logits_real -0.0992, logits_fake -0.0989,
Train Epoch: [1/10] Iters:[1510/20018] gen_loss 0.4207, rec_loss 0.0242, lpips_loss 0.1715, g_loss 0.0985, disc_weight 0.5000, disc_adaptive_weight 2.2852, d_loss 0.5142, logits_real -0.0985, logits_fake -0.0983,
Train Epoch: [1/10] Iters:[1520/20018] gen_loss 0.4259, rec_loss 0.0243, lpips_loss 0.1720, g_loss 0.0980, disc_weight 0.5000, disc_adaptive_weight 2.3433, d_loss 0.5141, logits_real -0.0981, logits_fake -0.0978,
Train Epoch: [1/10] Iters:[1530/20018] gen_loss 0.4202, rec_loss 0.0245, lpips_loss 0.1733, g_loss 0.0974, disc_weight 0.5000, disc_adaptive_weight 2.2833, d_loss 0.5140, logits_real -0.0976, logits_fake -0.0973,
Train Epoch: [1/10] Iters:[1540/20018] gen_loss 0.4214, rec_loss 0.0250, lpips_loss 0.1737, g_loss 0.0972, disc_weight 0.5000, disc_adaptive_weight 2.2921, d_loss 0.5139, logits_real -0.0973, logits_fake -0.0971,
Train Epoch: [1/10] Iters:[1550/20018] gen_loss 0.4195, rec_loss 0.0256, lpips_loss 0.1741, g_loss 0.0972, disc_weight 0.5000, disc_adaptive_weight 2.2604, d_loss 0.5140, logits_real -0.0973, logits_fake -0.0971,
Train Epoch: [1/10] Iters:[1560/20018] gen_loss 0.4227, rec_loss 0.0251, lpips_loss 0.1734, g_loss 0.0973, disc_weight 0.5000, disc_adaptive_weight 2.3042, d_loss 0.5142, logits_real -0.0974, logits_fake -0.0971,
Train Epoch: [1/10] Iters:[1570/20018] gen_loss 0.4169, rec_loss 0.0251, lpips_loss 0.1738, g_loss 0.0973, disc_weight 0.5000, disc_adaptive_weight 2.2386, d_loss 0.5140, logits_real -0.0975, logits_fake -0.0971,
Train Epoch: [1/10] Iters:[1580/20018] gen_loss 0.4208, rec_loss 0.0250, lpips_loss 0.1726, g_loss 0.0972, disc_weight 0.5000, disc_adaptive_weight 2.2970, d_loss 0.5137, logits_real -0.0973, logits_fake -0.0971,
Train Epoch: [1/10] Iters:[1590/20018] gen_loss 0.4206, rec_loss 0.0248, lpips_loss 0.1720, g_loss 0.0968, disc_weight 0.5000, disc_adaptive_weight 2.3122, d_loss 0.5135, logits_real -0.0970, logits_fake -0.0967,
Train Epoch: [1/10] Iters:[1600/20018] gen_loss 0.4290, rec_loss 0.0249, lpips_loss 0.1734, g_loss 0.0963, disc_weight 0.5000, disc_adaptive_weight 2.3946, d_loss 0.5132, logits_real -0.0967, logits_fake -0.0962,
Train Epoch: [1/10] Iters:[1610/20018] gen_loss 0.4189, rec_loss 0.0251, lpips_loss 0.1732, g_loss 0.0959, disc_weight 0.5000, disc_adaptive_weight 2.2999, d_loss 0.5127, logits_real -0.0962, logits_fake -0.0958,
Train Epoch: [1/10] Iters:[1620/20018] gen_loss 0.4129, rec_loss 0.0255, lpips_loss 0.1730, g_loss 0.0957, disc_weight 0.5000, disc_adaptive_weight 2.2409, d_loss 0.5126, logits_real -0.0958, logits_fake -0.0957,
Train Epoch: [1/10] Iters:[1630/20018] gen_loss 0.4121, rec_loss 0.0253, lpips_loss 0.1734, g_loss 0.0956, disc_weight 0.5000, disc_adaptive_weight 2.2311, d_loss 0.5127, logits_real -0.0956, logits_fake -0.0955,
Train Epoch: [1/10] Iters:[1640/20018] gen_loss 0.4088, rec_loss 0.0251, lpips_loss 0.1733, g_loss 0.0956, disc_weight 0.5000, disc_adaptive_weight 2.2014, d_loss 0.5125, logits_real -0.0955, logits_fake -0.0954,
Train Epoch: [1/10] Iters:[1650/20018] gen_loss 0.4010, rec_loss 0.0247, lpips_loss 0.1718, g_loss 0.0954, disc_weight 0.5000, disc_adaptive_weight 2.1440, d_loss 0.5123, logits_real -0.0953, logits_fake -0.0954,
Train Epoch: [1/10] Iters:[1660/20018] gen_loss 0.4044, rec_loss 0.0244, lpips_loss 0.1713, g_loss 0.0954, disc_weight 0.5000, disc_adaptive_weight 2.1867, d_loss 0.5122, logits_real -0.0951, logits_fake -0.0953,
Train Epoch: [1/10] Iters:[1670/20018] gen_loss 0.4087, rec_loss 0.0242, lpips_loss 0.1719, g_loss 0.0951, disc_weight 0.5000, disc_adaptive_weight 2.2339, d_loss 0.5120, logits_real -0.0950, logits_fake -0.0950,
Train Epoch: [1/10] Iters:[1680/20018] gen_loss 0.3996, rec_loss 0.0246, lpips_loss 0.1722, g_loss 0.0948, disc_weight 0.5000, disc_adaptive_weight 2.1372, d_loss 0.5117, logits_real -0.0948, logits_fake -0.0948,
Train Epoch: [1/10] Iters:[1690/20018] gen_loss 0.4031, rec_loss 0.0247, lpips_loss 0.1728, g_loss 0.0945, disc_weight 0.5000, disc_adaptive_weight 2.1709, d_loss 0.5117, logits_real -0.0946, logits_fake -0.0945,
Train Epoch: [1/10] Iters:[1700/20018] gen_loss 0.4102, rec_loss 0.0248, lpips_loss 0.1730, g_loss 0.0945, disc_weight 0.5000, disc_adaptive_weight 2.2446, d_loss 0.5114, logits_real -0.0944, logits_fake -0.0944,
Train Epoch: [1/10] Iters:[1710/20018] gen_loss 0.4110, rec_loss 0.0249, lpips_loss 0.1734, g_loss 0.0943, disc_weight 0.5000, disc_adaptive_weight 2.2506, d_loss 0.5114, logits_real -0.0945, logits_fake -0.0942,
Train Epoch: [1/10] Iters:[1720/20018] gen_loss 0.4130, rec_loss 0.0246, lpips_loss 0.1720, g_loss 0.0943, disc_weight 0.5000, disc_adaptive_weight 2.2928, d_loss 0.5111, logits_real -0.0944, logits_fake -0.0942,
Train Epoch: [1/10] Iters:[1730/20018] gen_loss 0.4269, rec_loss 0.0244, lpips_loss 0.1720, g_loss 0.0943, disc_weight 0.5000, disc_adaptive_weight 2.4414, d_loss 0.5110, logits_real -0.0943, logits_fake -0.0941,
Train Epoch: [1/10] Iters:[1740/20018] gen_loss 0.4296, rec_loss 0.0246, lpips_loss 0.1724, g_loss 0.0939, disc_weight 0.5000, disc_adaptive_weight 2.4778, d_loss 0.5108, logits_real -0.0940, logits_fake -0.0939,
Train Epoch: [1/10] Iters:[1750/20018] gen_loss 0.4228, rec_loss 0.0247, lpips_loss 0.1726, g_loss 0.0937, disc_weight 0.5000, disc_adaptive_weight 2.4045, d_loss 0.5107, logits_real -0.0937, logits_fake -0.0938,
Train Epoch: [1/10] Iters:[1760/20018] gen_loss 0.4262, rec_loss 0.0242, lpips_loss 0.1719, g_loss 0.0932, disc_weight 0.5000, disc_adaptive_weight 2.4685, d_loss 0.5104, logits_real -0.0933, logits_fake -0.0933,
Train Epoch: [1/10] Iters:[1770/20018] gen_loss 0.4284, rec_loss 0.0247, lpips_loss 0.1732, g_loss 0.0929, disc_weight 0.5000, disc_adaptive_weight 2.4828, d_loss 0.5104, logits_real -0.0929, logits_fake -0.0929,
Train Epoch: [1/10] Iters:[1780/20018] gen_loss 0.4172, rec_loss 0.0244, lpips_loss 0.1728, g_loss 0.0922, disc_weight 0.5000, disc_adaptive_weight 2.3845, d_loss 0.5102, logits_real -0.0923, logits_fake -0.0924,
Train Epoch: [1/10] Iters:[1790/20018] gen_loss 0.4152, rec_loss 0.0245, lpips_loss 0.1726, g_loss 0.0918, disc_weight 0.5000, disc_adaptive_weight 2.3767, d_loss 0.5100, logits_real -0.0918, logits_fake -0.0919,
Train Epoch: [1/10] Iters:[1800/20018] gen_loss 0.4204, rec_loss 0.0244, lpips_loss 0.1733, g_loss 0.0910, disc_weight 0.5000, disc_adaptive_weight 2.4466, d_loss 0.5098, logits_real -0.0912, logits_fake -0.0913,
Train Epoch: [1/10] Iters:[1810/20018] gen_loss 0.4235, rec_loss 0.0254, lpips_loss 0.1749, g_loss 0.0903, disc_weight 0.5000, disc_adaptive_weight 2.4740, d_loss 0.5098, logits_real -0.0905, logits_fake -0.0907,
Train Epoch: [1/10] Iters:[1820/20018] gen_loss 0.4158, rec_loss 0.0247, lpips_loss 0.1738, g_loss 0.0895, disc_weight 0.5000, disc_adaptive_weight 2.4296, d_loss 0.5097, logits_real -0.0898, logits_fake -0.0899,
Train Epoch: [1/10] Iters:[1830/20018] gen_loss 0.4213, rec_loss 0.0252, lpips_loss 0.1748, g_loss 0.0886, disc_weight 0.5000, disc_adaptive_weight 2.4969, d_loss 0.5097, logits_real -0.0887, logits_fake -0.0889,
Train Epoch: [1/10] Iters:[1840/20018] gen_loss 0.4134, rec_loss 0.0255, lpips_loss 0.1746, g_loss 0.0878, disc_weight 0.5000, disc_adaptive_weight 2.4285, d_loss 0.5097, logits_real -0.0878, logits_fake -0.0880,
Train Epoch: [1/10] Iters:[1850/20018] gen_loss 0.4110, rec_loss 0.0258, lpips_loss 0.1744, g_loss 0.0870, disc_weight 0.5000, disc_adaptive_weight 2.4214, d_loss 0.5098, logits_real -0.0870, logits_fake -0.0871,
Train Epoch: [1/10] Iters:[1860/20018] gen_loss 0.4005, rec_loss 0.0254, lpips_loss 0.1728, g_loss 0.0865, disc_weight 0.5000, disc_adaptive_weight 2.3380, d_loss 0.5096, logits_real -0.0862, logits_fake -0.0863,
Train Epoch: [1/10] Iters:[1870/20018] gen_loss 0.4027, rec_loss 0.0261, lpips_loss 0.1748, g_loss 0.0859, disc_weight 0.5000, disc_adaptive_weight 2.3482, d_loss 0.5096, logits_real -0.0857, logits_fake -0.0858,
Train Epoch: [1/10] Iters:[1880/20018] gen_loss 0.4011, rec_loss 0.0259, lpips_loss 0.1744, g_loss 0.0856, disc_weight 0.5000, disc_adaptive_weight 2.3437, d_loss 0.5094, logits_real -0.0856, logits_fake -0.0856,
Train Epoch: [1/10] Iters:[1890/20018] gen_loss 0.4070, rec_loss 0.0254, lpips_loss 0.1743, g_loss 0.0854, disc_weight 0.5000, disc_adaptive_weight 2.4245, d_loss 0.5092, logits_real -0.0856, logits_fake -0.0853,
Train Epoch: [1/10] Iters:[1900/20018] gen_loss 0.4116, rec_loss 0.0251, lpips_loss 0.1737, g_loss 0.0855, disc_weight 0.5000, disc_adaptive_weight 2.4885, d_loss 0.5090, logits_real -0.0857, logits_fake -0.0854,
Train Epoch: [1/10] Iters:[1910/20018] gen_loss 0.4212, rec_loss 0.0253, lpips_loss 0.1745, g_loss 0.0853, disc_weight 0.5000, disc_adaptive_weight 2.5956, d_loss 0.5090, logits_real -0.0856, logits_fake -0.0854,
