dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_refinement_True_10
saver_name_pre: wasserstein_vq_refinement_True_10_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss -0.8271, rec_loss 0.0235, lpips_loss 0.1791, g_loss -0.1784, disc_weight 0.5000, disc_adaptive_weight 5.5725, d_loss 2.4870, logits_real 0.1403, logits_fake 0.1815,
Train Epoch: [1/10] Iters:[920/20018] gen_loss -0.0540, rec_loss 0.0251, lpips_loss 0.1788, g_loss -0.1164, disc_weight 0.5000, disc_adaptive_weight 2.2157, d_loss 0.5392, logits_real 0.1159, logits_fake 0.1165,
Train Epoch: [1/10] Iters:[930/20018] gen_loss -0.0465, rec_loss 0.0252, lpips_loss 0.1788, g_loss -0.1160, disc_weight 0.5000, disc_adaptive_weight 2.1606, d_loss 0.5386, logits_real 0.1156, logits_fake 0.1160,
Train Epoch: [1/10] Iters:[940/20018] gen_loss -0.0451, rec_loss 0.0252, lpips_loss 0.1790, g_loss -0.1159, disc_weight 0.5000, disc_adaptive_weight 2.1521, d_loss 0.5378, logits_real 0.1155, logits_fake 0.1158,
Train Epoch: [1/10] Iters:[950/20018] gen_loss -0.0465, rec_loss 0.0249, lpips_loss 0.1781, g_loss -0.1157, disc_weight 0.5000, disc_adaptive_weight 2.1553, d_loss 0.5366, logits_real 0.1152, logits_fake 0.1155,
Train Epoch: [1/10] Iters:[960/20018] gen_loss -0.0443, rec_loss 0.0250, lpips_loss 0.1787, g_loss -0.1156, disc_weight 0.5000, disc_adaptive_weight 2.1462, d_loss 0.5354, logits_real 0.1149, logits_fake 0.1155,
Train Epoch: [1/10] Iters:[970/20018] gen_loss -0.0300, rec_loss 0.0254, lpips_loss 0.1798, g_loss -0.1154, disc_weight 0.5000, disc_adaptive_weight 2.0400, d_loss 0.5347, logits_real 0.1148, logits_fake 0.1154,
Train Epoch: [1/10] Iters:[980/20018] gen_loss -0.0268, rec_loss 0.0253, lpips_loss 0.1799, g_loss -0.1152, disc_weight 0.5000, disc_adaptive_weight 2.0151, d_loss 0.5340, logits_real 0.1145, logits_fake 0.1151,
Train Epoch: [1/10] Iters:[990/20018] gen_loss -0.0362, rec_loss 0.0254, lpips_loss 0.1793, g_loss -0.1148, disc_weight 0.5000, disc_adaptive_weight 2.1001, d_loss 0.5336, logits_real 0.1140, logits_fake 0.1146,
Train Epoch: [1/10] Iters:[1000/20018] gen_loss -0.0417, rec_loss 0.0256, lpips_loss 0.1791, g_loss -0.1143, disc_weight 0.5000, disc_adaptive_weight 2.1565, d_loss 0.5331, logits_real 0.1138, logits_fake 0.1142,
Train Epoch: [1/10] Iters:[1010/20018] gen_loss -0.0439, rec_loss 0.0252, lpips_loss 0.1780, g_loss -0.1137, disc_weight 0.5000, disc_adaptive_weight 2.1731, d_loss 0.5325, logits_real 0.1134, logits_fake 0.1136,
Train Epoch: [1/10] Iters:[1020/20018] gen_loss -0.0499, rec_loss 0.0249, lpips_loss 0.1778, g_loss -0.1132, disc_weight 0.5000, disc_adaptive_weight 2.2300, d_loss 0.5319, logits_real 0.1129, logits_fake 0.1130,
Train Epoch: [1/10] Iters:[1030/20018] gen_loss -0.0632, rec_loss 0.0251, lpips_loss 0.1781, g_loss -0.1127, disc_weight 0.5000, disc_adaptive_weight 2.3627, d_loss 0.5314, logits_real 0.1123, logits_fake 0.1125,
Train Epoch: [1/10] Iters:[1040/20018] gen_loss -0.0573, rec_loss 0.0254, lpips_loss 0.1794, g_loss -0.1123, disc_weight 0.5000, disc_adaptive_weight 2.3341, d_loss 0.5306, logits_real 0.1118, logits_fake 0.1122,
Train Epoch: [1/10] Iters:[1050/20018] gen_loss -0.0447, rec_loss 0.0254, lpips_loss 0.1794, g_loss -0.1117, disc_weight 0.5000, disc_adaptive_weight 2.2320, d_loss 0.5298, logits_real 0.1114, logits_fake 0.1118,
Train Epoch: [1/10] Iters:[1060/20018] gen_loss -0.0401, rec_loss 0.0253, lpips_loss 0.1793, g_loss -0.1110, disc_weight 0.5000, disc_adaptive_weight 2.2008, d_loss 0.5296, logits_real 0.1107, logits_fake 0.1113,
Train Epoch: [1/10] Iters:[1070/20018] gen_loss -0.0368, rec_loss 0.0251, lpips_loss 0.1797, g_loss -0.1104, disc_weight 0.5000, disc_adaptive_weight 2.1873, d_loss 0.5293, logits_real 0.1099, logits_fake 0.1106,
Train Epoch: [1/10] Iters:[1080/20018] gen_loss -0.0304, rec_loss 0.0251, lpips_loss 0.1794, g_loss -0.1097, disc_weight 0.5000, disc_adaptive_weight 2.1392, d_loss 0.5286, logits_real 0.1093, logits_fake 0.1100,
Train Epoch: [1/10] Iters:[1090/20018] gen_loss -0.0291, rec_loss 0.0249, lpips_loss 0.1790, g_loss -0.1090, disc_weight 0.5000, disc_adaptive_weight 2.1381, d_loss 0.5280, logits_real 0.1086, logits_fake 0.1091,
Train Epoch: [1/10] Iters:[1100/20018] gen_loss -0.0399, rec_loss 0.0250, lpips_loss 0.1794, g_loss -0.1083, disc_weight 0.5000, disc_adaptive_weight 2.2536, d_loss 0.5279, logits_real 0.1079, logits_fake 0.1084,
Train Epoch: [1/10] Iters:[1110/20018] gen_loss -0.0572, rec_loss 0.0248, lpips_loss 0.1785, g_loss -0.1077, disc_weight 0.5000, disc_adaptive_weight 2.4204, d_loss 0.5272, logits_real 0.1074, logits_fake 0.1076,
Train Epoch: [1/10] Iters:[1120/20018] gen_loss -0.0551, rec_loss 0.0254, lpips_loss 0.1785, g_loss -0.1072, disc_weight 0.5000, disc_adaptive_weight 2.4148, d_loss 0.5264, logits_real 0.1071, logits_fake 0.1072,
Train Epoch: [1/10] Iters:[1130/20018] gen_loss -0.0544, rec_loss 0.0252, lpips_loss 0.1781, g_loss -0.1068, disc_weight 0.5000, disc_adaptive_weight 2.4140, d_loss 0.5258, logits_real 0.1066, logits_fake 0.1066,
Train Epoch: [1/10] Iters:[1140/20018] gen_loss -0.0553, rec_loss 0.0255, lpips_loss 0.1786, g_loss -0.1063, disc_weight 0.5000, disc_adaptive_weight 2.4392, d_loss 0.5257, logits_real 0.1063, logits_fake 0.1062,
Train Epoch: [1/10] Iters:[1150/20018] gen_loss -0.0553, rec_loss 0.0255, lpips_loss 0.1787, g_loss -0.1061, disc_weight 0.5000, disc_adaptive_weight 2.4448, d_loss 0.5255, logits_real 0.1057, logits_fake 0.1058,
Train Epoch: [1/10] Iters:[1160/20018] gen_loss -0.0397, rec_loss 0.0263, lpips_loss 0.1806, g_loss -0.1056, disc_weight 0.5000, disc_adaptive_weight 2.3333, d_loss 0.5251, logits_real 0.1051, logits_fake 0.1054,
Train Epoch: [1/10] Iters:[1170/20018] gen_loss -0.0558, rec_loss 0.0256, lpips_loss 0.1800, g_loss -0.1050, disc_weight 0.5000, disc_adaptive_weight 2.4890, d_loss 0.5247, logits_real 0.1045, logits_fake 0.1049,
Train Epoch: [1/10] Iters:[1180/20018] gen_loss -0.0714, rec_loss 0.0255, lpips_loss 0.1791, g_loss -0.1044, disc_weight 0.5000, disc_adaptive_weight 2.6457, d_loss 0.5246, logits_real 0.1038, logits_fake 0.1042,
Train Epoch: [1/10] Iters:[1190/20018] gen_loss -0.0664, rec_loss 0.0257, lpips_loss 0.1790, g_loss -0.1038, disc_weight 0.5000, disc_adaptive_weight 2.6117, d_loss 0.5240, logits_real 0.1031, logits_fake 0.1038,
Train Epoch: [1/10] Iters:[1200/20018] gen_loss -0.0603, rec_loss 0.0260, lpips_loss 0.1794, g_loss -0.1031, disc_weight 0.5000, disc_adaptive_weight 2.5744, d_loss 0.5234, logits_real 0.1025, logits_fake 0.1032,
Train Epoch: [1/10] Iters:[1210/20018] gen_loss -0.0584, rec_loss 0.0255, lpips_loss 0.1785, g_loss -0.1026, disc_weight 0.5000, disc_adaptive_weight 2.5527, d_loss 0.5233, logits_real 0.1019, logits_fake 0.1026,
Train Epoch: [1/10] Iters:[1220/20018] gen_loss -0.0376, rec_loss 0.0257, lpips_loss 0.1777, g_loss -0.1022, disc_weight 0.5000, disc_adaptive_weight 2.3555, d_loss 0.5229, logits_real 0.1013, logits_fake 0.1022,
Train Epoch: [1/10] Iters:[1230/20018] gen_loss -0.0188, rec_loss 0.0264, lpips_loss 0.1790, g_loss -0.1019, disc_weight 0.5000, disc_adaptive_weight 2.1992, d_loss 0.5224, logits_real 0.1011, logits_fake 0.1020,
Train Epoch: [1/10] Iters:[1240/20018] gen_loss -0.0163, rec_loss 0.0261, lpips_loss 0.1790, g_loss -0.1015, disc_weight 0.5000, disc_adaptive_weight 2.1795, d_loss 0.5219, logits_real 0.1007, logits_fake 0.1014,
Train Epoch: [1/10] Iters:[1250/20018] gen_loss -0.0144, rec_loss 0.0258, lpips_loss 0.1781, g_loss -0.1009, disc_weight 0.5000, disc_adaptive_weight 2.1607, d_loss 0.5214, logits_real 0.1003, logits_fake 0.1009,
Train Epoch: [1/10] Iters:[1260/20018] gen_loss -0.0074, rec_loss 0.0261, lpips_loss 0.1789, g_loss -0.1005, disc_weight 0.5000, disc_adaptive_weight 2.1107, d_loss 0.5207, logits_real 0.1000, logits_fake 0.1006,
Train Epoch: [1/10] Iters:[1270/20018] gen_loss -0.0046, rec_loss 0.0260, lpips_loss 0.1791, g_loss -0.1000, disc_weight 0.5000, disc_adaptive_weight 2.0953, d_loss 0.5203, logits_real 0.0996, logits_fake 0.1001,
Train Epoch: [1/10] Iters:[1280/20018] gen_loss -0.0028, rec_loss 0.0257, lpips_loss 0.1793, g_loss -0.0995, disc_weight 0.5000, disc_adaptive_weight 2.0867, d_loss 0.5198, logits_real 0.0992, logits_fake 0.0997,
Train Epoch: [1/10] Iters:[1290/20018] gen_loss -0.0001, rec_loss 0.0258, lpips_loss 0.1799, g_loss -0.0992, disc_weight 0.5000, disc_adaptive_weight 2.0745, d_loss 0.5198, logits_real 0.0989, logits_fake 0.0994,
Train Epoch: [1/10] Iters:[1300/20018] gen_loss -0.0046, rec_loss 0.0259, lpips_loss 0.1796, g_loss -0.0988, disc_weight 0.5000, disc_adaptive_weight 2.1285, d_loss 0.5194, logits_real 0.0986, logits_fake 0.0991,
Train Epoch: [1/10] Iters:[1310/20018] gen_loss -0.0050, rec_loss 0.0260, lpips_loss 0.1802, g_loss -0.0983, disc_weight 0.5000, disc_adaptive_weight 2.1498, d_loss 0.5192, logits_real 0.0980, logits_fake 0.0985,
Train Epoch: [1/10] Iters:[1320/20018] gen_loss -0.0003, rec_loss 0.0265, lpips_loss 0.1810, g_loss -0.0980, disc_weight 0.5000, disc_adaptive_weight 2.1206, d_loss 0.5192, logits_real 0.0977, logits_fake 0.0982,
Train Epoch: [1/10] Iters:[1330/20018] gen_loss 0.0037, rec_loss 0.0260, lpips_loss 0.1797, g_loss -0.0975, disc_weight 0.5000, disc_adaptive_weight 2.0729, d_loss 0.5190, logits_real 0.0971, logits_fake 0.0975,
Train Epoch: [1/10] Iters:[1340/20018] gen_loss 0.0041, rec_loss 0.0255, lpips_loss 0.1782, g_loss -0.0969, disc_weight 0.5000, disc_adaptive_weight 2.0595, d_loss 0.5184, logits_real 0.0965, logits_fake 0.0971,
Train Epoch: [1/10] Iters:[1350/20018] gen_loss -0.0022, rec_loss 0.0255, lpips_loss 0.1785, g_loss -0.0963, disc_weight 0.5000, disc_adaptive_weight 2.1431, d_loss 0.5181, logits_real 0.0960, logits_fake 0.0963,
Train Epoch: [1/10] Iters:[1360/20018] gen_loss -0.0131, rec_loss 0.0249, lpips_loss 0.1769, g_loss -0.0959, disc_weight 0.5000, disc_adaptive_weight 2.2429, d_loss 0.5178, logits_real 0.0957, logits_fake 0.0959,
Train Epoch: [1/10] Iters:[1370/20018] gen_loss -0.0246, rec_loss 0.0250, lpips_loss 0.1765, g_loss -0.0953, disc_weight 0.5000, disc_adaptive_weight 2.3752, d_loss 0.5175, logits_real 0.0950, logits_fake 0.0953,
Train Epoch: [1/10] Iters:[1380/20018] gen_loss -0.0327, rec_loss 0.0252, lpips_loss 0.1776, g_loss -0.0949, disc_weight 0.5000, disc_adaptive_weight 2.4820, d_loss 0.5174, logits_real 0.0946, logits_fake 0.0948,
Train Epoch: [1/10] Iters:[1390/20018] gen_loss -0.0410, rec_loss 0.0254, lpips_loss 0.1779, g_loss -0.0944, disc_weight 0.5000, disc_adaptive_weight 2.5873, d_loss 0.5172, logits_real 0.0940, logits_fake 0.0942,
Train Epoch: [1/10] Iters:[1400/20018] gen_loss -0.0375, rec_loss 0.0258, lpips_loss 0.1788, g_loss -0.0939, disc_weight 0.5000, disc_adaptive_weight 2.5754, d_loss 0.5171, logits_real 0.0936, logits_fake 0.0938,
Train Epoch: [1/10] Iters:[1410/20018] gen_loss -0.0342, rec_loss 0.0263, lpips_loss 0.1795, g_loss -0.0936, disc_weight 0.5000, disc_adaptive_weight 2.5623, d_loss 0.5172, logits_real 0.0931, logits_fake 0.0935,
Train Epoch: [1/10] Iters:[1420/20018] gen_loss -0.0284, rec_loss 0.0259, lpips_loss 0.1799, g_loss -0.0933, disc_weight 0.5000, disc_adaptive_weight 2.5091, d_loss 0.5168, logits_real 0.0927, logits_fake 0.0933,
Train Epoch: [1/10] Iters:[1430/20018] gen_loss -0.0205, rec_loss 0.0258, lpips_loss 0.1796, g_loss -0.0927, disc_weight 0.5000, disc_adaptive_weight 2.4340, d_loss 0.5167, logits_real 0.0924, logits_fake 0.0931,
Train Epoch: [1/10] Iters:[1440/20018] gen_loss -0.0212, rec_loss 0.0258, lpips_loss 0.1798, g_loss -0.0925, disc_weight 0.5000, disc_adaptive_weight 2.4508, d_loss 0.5165, logits_real 0.0921, logits_fake 0.0928,
Train Epoch: [1/10] Iters:[1450/20018] gen_loss -0.0156, rec_loss 0.0250, lpips_loss 0.1783, g_loss -0.0925, disc_weight 0.5000, disc_adaptive_weight 2.3674, d_loss 0.5161, logits_real 0.0919, logits_fake 0.0927,
Train Epoch: [1/10] Iters:[1460/20018] gen_loss -0.0126, rec_loss 0.0247, lpips_loss 0.1784, g_loss -0.0923, disc_weight 0.5000, disc_adaptive_weight 2.3377, d_loss 0.5158, logits_real 0.0918, logits_fake 0.0925,
Train Epoch: [1/10] Iters:[1470/20018] gen_loss -0.0174, rec_loss 0.0248, lpips_loss 0.1778, g_loss -0.0922, disc_weight 0.5000, disc_adaptive_weight 2.3850, d_loss 0.5153, logits_real 0.0918, logits_fake 0.0923,
Train Epoch: [1/10] Iters:[1480/20018] gen_loss -0.0229, rec_loss 0.0250, lpips_loss 0.1769, g_loss -0.0920, disc_weight 0.5000, disc_adaptive_weight 2.4450, d_loss 0.5148, logits_real 0.0915, logits_fake 0.0917,
Train Epoch: [1/10] Iters:[1490/20018] gen_loss -0.0210, rec_loss 0.0251, lpips_loss 0.1771, g_loss -0.0916, disc_weight 0.5000, disc_adaptive_weight 2.4364, d_loss 0.5146, logits_real 0.0911, logits_fake 0.0913,
Train Epoch: [1/10] Iters:[1500/20018] gen_loss -0.0202, rec_loss 0.0250, lpips_loss 0.1771, g_loss -0.0911, disc_weight 0.5000, disc_adaptive_weight 2.4414, d_loss 0.5143, logits_real 0.0907, logits_fake 0.0909,
Train Epoch: [1/10] Iters:[1510/20018] gen_loss -0.0196, rec_loss 0.0257, lpips_loss 0.1782, g_loss -0.0903, disc_weight 0.5000, disc_adaptive_weight 2.4756, d_loss 0.5140, logits_real 0.0900, logits_fake 0.0902,
Train Epoch: [1/10] Iters:[1520/20018] gen_loss -0.0168, rec_loss 0.0259, lpips_loss 0.1783, g_loss -0.0896, disc_weight 0.5000, disc_adaptive_weight 2.4671, d_loss 0.5141, logits_real 0.0892, logits_fake 0.0896,
Train Epoch: [1/10] Iters:[1530/20018] gen_loss -0.0103, rec_loss 0.0259, lpips_loss 0.1798, g_loss -0.0890, disc_weight 0.5000, disc_adaptive_weight 2.4256, d_loss 0.5141, logits_real 0.0885, logits_fake 0.0891,
Train Epoch: [1/10] Iters:[1540/20018] gen_loss -0.0163, rec_loss 0.0264, lpips_loss 0.1802, g_loss -0.0883, disc_weight 0.5000, disc_adaptive_weight 2.5268, d_loss 0.5139, logits_real 0.0880, logits_fake 0.0885,
Train Epoch: [1/10] Iters:[1550/20018] gen_loss -0.0121, rec_loss 0.0268, lpips_loss 0.1803, g_loss -0.0876, disc_weight 0.5000, disc_adaptive_weight 2.5032, d_loss 0.5141, logits_real 0.0872, logits_fake 0.0878,
Train Epoch: [1/10] Iters:[1560/20018] gen_loss -0.0099, rec_loss 0.0263, lpips_loss 0.1795, g_loss -0.0868, disc_weight 0.5000, disc_adaptive_weight 2.4820, d_loss 0.5139, logits_real 0.0865, logits_fake 0.0872,
Train Epoch: [1/10] Iters:[1570/20018] gen_loss -0.0060, rec_loss 0.0262, lpips_loss 0.1800, g_loss -0.0861, disc_weight 0.5000, disc_adaptive_weight 2.4629, d_loss 0.5136, logits_real 0.0859, logits_fake 0.0865,
Train Epoch: [1/10] Iters:[1580/20018] gen_loss -0.0144, rec_loss 0.0263, lpips_loss 0.1787, g_loss -0.0854, disc_weight 0.5000, disc_adaptive_weight 2.5652, d_loss 0.5133, logits_real 0.0853, logits_fake 0.0857,
Train Epoch: [1/10] Iters:[1590/20018] gen_loss -0.0031, rec_loss 0.0260, lpips_loss 0.1778, g_loss -0.0848, disc_weight 0.5000, disc_adaptive_weight 2.4398, d_loss 0.5132, logits_real 0.0847, logits_fake 0.0850,
Train Epoch: [1/10] Iters:[1600/20018] gen_loss -0.0075, rec_loss 0.0262, lpips_loss 0.1793, g_loss -0.0843, disc_weight 0.5000, disc_adaptive_weight 2.5266, d_loss 0.5129, logits_real 0.0841, logits_fake 0.0843,
Train Epoch: [1/10] Iters:[1610/20018] gen_loss -0.0027, rec_loss 0.0263, lpips_loss 0.1789, g_loss -0.0838, disc_weight 0.5000, disc_adaptive_weight 2.4796, d_loss 0.5125, logits_real 0.0836, logits_fake 0.0836,
Train Epoch: [1/10] Iters:[1620/20018] gen_loss -0.0021, rec_loss 0.0269, lpips_loss 0.1790, g_loss -0.0833, disc_weight 0.5000, disc_adaptive_weight 2.4944, d_loss 0.5123, logits_real 0.0829, logits_fake 0.0830,
Train Epoch: [1/10] Iters:[1630/20018] gen_loss 0.0065, rec_loss 0.0267, lpips_loss 0.1792, g_loss -0.0828, disc_weight 0.5000, disc_adaptive_weight 2.4068, d_loss 0.5122, logits_real 0.0824, logits_fake 0.0825,
Train Epoch: [1/10] Iters:[1640/20018] gen_loss 0.0093, rec_loss 0.0266, lpips_loss 0.1794, g_loss -0.0824, disc_weight 0.5000, disc_adaptive_weight 2.3862, d_loss 0.5120, logits_real 0.0819, logits_fake 0.0820,
Train Epoch: [1/10] Iters:[1650/20018] gen_loss 0.0104, rec_loss 0.0262, lpips_loss 0.1778, g_loss -0.0817, disc_weight 0.5000, disc_adaptive_weight 2.3701, d_loss 0.5120, logits_real 0.0813, logits_fake 0.0814,
Train Epoch: [1/10] Iters:[1660/20018] gen_loss 0.0042, rec_loss 0.0259, lpips_loss 0.1774, g_loss -0.0813, disc_weight 0.5000, disc_adaptive_weight 2.4511, d_loss 0.5120, logits_real 0.0809, logits_fake 0.0811,
Train Epoch: [1/10] Iters:[1670/20018] gen_loss 0.0073, rec_loss 0.0255, lpips_loss 0.1777, g_loss -0.0809, disc_weight 0.5000, disc_adaptive_weight 2.4244, d_loss 0.5121, logits_real 0.0804, logits_fake 0.0808,
Train Epoch: [1/10] Iters:[1680/20018] gen_loss 0.0121, rec_loss 0.0260, lpips_loss 0.1783, g_loss -0.0802, disc_weight 0.5000, disc_adaptive_weight 2.3946, d_loss 0.5120, logits_real 0.0799, logits_fake 0.0804,
Train Epoch: [1/10] Iters:[1690/20018] gen_loss 0.0160, rec_loss 0.0261, lpips_loss 0.1791, g_loss -0.0796, disc_weight 0.5000, disc_adaptive_weight 2.3744, d_loss 0.5119, logits_real 0.0794, logits_fake 0.0798,
Train Epoch: [1/10] Iters:[1700/20018] gen_loss 0.0169, rec_loss 0.0261, lpips_loss 0.1793, g_loss -0.0790, disc_weight 0.5000, disc_adaptive_weight 2.3874, d_loss 0.5117, logits_real 0.0788, logits_fake 0.0792,
Train Epoch: [1/10] Iters:[1710/20018] gen_loss 0.0210, rec_loss 0.0263, lpips_loss 0.1797, g_loss -0.0785, disc_weight 0.5000, disc_adaptive_weight 2.3597, d_loss 0.5115, logits_real 0.0782, logits_fake 0.0787,
Train Epoch: [1/10] Iters:[1720/20018] gen_loss 0.0145, rec_loss 0.0259, lpips_loss 0.1785, g_loss -0.0781, disc_weight 0.5000, disc_adaptive_weight 2.4344, d_loss 0.5114, logits_real 0.0778, logits_fake 0.0782,
Train Epoch: [1/10] Iters:[1730/20018] gen_loss 0.0109, rec_loss 0.0257, lpips_loss 0.1784, g_loss -0.0777, disc_weight 0.5000, disc_adaptive_weight 2.4905, d_loss 0.5114, logits_real 0.0774, logits_fake 0.0779,
Train Epoch: [1/10] Iters:[1740/20018] gen_loss 0.0057, rec_loss 0.0259, lpips_loss 0.1788, g_loss -0.0775, disc_weight 0.5000, disc_adaptive_weight 2.5714, d_loss 0.5110, logits_real 0.0772, logits_fake 0.0777,
Train Epoch: [1/10] Iters:[1750/20018] gen_loss 0.0104, rec_loss 0.0262, lpips_loss 0.1791, g_loss -0.0775, disc_weight 0.5000, disc_adaptive_weight 2.5181, d_loss 0.5110, logits_real 0.0771, logits_fake 0.0776,
Train Epoch: [1/10] Iters:[1760/20018] gen_loss 0.0132, rec_loss 0.0256, lpips_loss 0.1782, g_loss -0.0769, disc_weight 0.5000, disc_adaptive_weight 2.4795, d_loss 0.5108, logits_real 0.0767, logits_fake 0.0771,
Train Epoch: [1/10] Iters:[1770/20018] gen_loss 0.0165, rec_loss 0.0261, lpips_loss 0.1792, g_loss -0.0763, disc_weight 0.5000, disc_adaptive_weight 2.4739, d_loss 0.5107, logits_real 0.0763, logits_fake 0.0766,
Train Epoch: [1/10] Iters:[1780/20018] gen_loss 0.0089, rec_loss 0.0260, lpips_loss 0.1791, g_loss -0.0760, disc_weight 0.5000, disc_adaptive_weight 2.5831, d_loss 0.5105, logits_real 0.0759, logits_fake 0.0764,
Train Epoch: [1/10] Iters:[1790/20018] gen_loss 0.0107, rec_loss 0.0259, lpips_loss 0.1788, g_loss -0.0756, disc_weight 0.5000, disc_adaptive_weight 2.5662, d_loss 0.5104, logits_real 0.0754, logits_fake 0.0759,
Train Epoch: [1/10] Iters:[1800/20018] gen_loss 0.0105, rec_loss 0.0258, lpips_loss 0.1794, g_loss -0.0756, disc_weight 0.5000, disc_adaptive_weight 2.5747, d_loss 0.5102, logits_real 0.0753, logits_fake 0.0759,
Train Epoch: [1/10] Iters:[1810/20018] gen_loss 0.0174, rec_loss 0.0267, lpips_loss 0.1813, g_loss -0.0757, disc_weight 0.5000, disc_adaptive_weight 2.5171, d_loss 0.5102, logits_real 0.0753, logits_fake 0.0759,
Train Epoch: [1/10] Iters:[1820/20018] gen_loss 0.0184, rec_loss 0.0260, lpips_loss 0.1803, g_loss -0.0758, disc_weight 0.5000, disc_adaptive_weight 2.4775, d_loss 0.5100, logits_real 0.0753, logits_fake 0.0759,
Train Epoch: [1/10] Iters:[1830/20018] gen_loss 0.0222, rec_loss 0.0263, lpips_loss 0.1812, g_loss -0.0761, disc_weight 0.5000, disc_adaptive_weight 2.4346, d_loss 0.5098, logits_real 0.0755, logits_fake 0.0759,
Train Epoch: [1/10] Iters:[1840/20018] gen_loss 0.0252, rec_loss 0.0264, lpips_loss 0.1808, g_loss -0.0760, disc_weight 0.5000, disc_adaptive_weight 2.3957, d_loss 0.5097, logits_real 0.0755, logits_fake 0.0758,
Train Epoch: [1/10] Iters:[1850/20018] gen_loss 0.0260, rec_loss 0.0267, lpips_loss 0.1805, g_loss -0.0756, disc_weight 0.5000, disc_adaptive_weight 2.3981, d_loss 0.5096, logits_real 0.0752, logits_fake 0.0754,
Train Epoch: [1/10] Iters:[1860/20018] gen_loss 0.0168, rec_loss 0.0263, lpips_loss 0.1789, g_loss -0.0753, disc_weight 0.5000, disc_adaptive_weight 2.5028, d_loss 0.5095, logits_real 0.0749, logits_fake 0.0751,
Train Epoch: [1/10] Iters:[1870/20018] gen_loss 0.0119, rec_loss 0.0271, lpips_loss 0.1811, g_loss -0.0750, disc_weight 0.5000, disc_adaptive_weight 2.6204, d_loss 0.5095, logits_real 0.0747, logits_fake 0.0747,
Train Epoch: [1/10] Iters:[1880/20018] gen_loss 0.0132, rec_loss 0.0270, lpips_loss 0.1804, g_loss -0.0745, disc_weight 0.5000, disc_adaptive_weight 2.6122, d_loss 0.5095, logits_real 0.0743, logits_fake 0.0745,
Train Epoch: [1/10] Iters:[1890/20018] gen_loss 0.0129, rec_loss 0.0267, lpips_loss 0.1808, g_loss -0.0744, disc_weight 0.5000, disc_adaptive_weight 2.6190, d_loss 0.5094, logits_real 0.0742, logits_fake 0.0744,
Train Epoch: [1/10] Iters:[1900/20018] gen_loss 0.0182, rec_loss 0.0264, lpips_loss 0.1803, g_loss -0.0740, disc_weight 0.5000, disc_adaptive_weight 2.5475, d_loss 0.5093, logits_real 0.0738, logits_fake 0.0740,
Train Epoch: [1/10] Iters:[1910/20018] gen_loss 0.0216, rec_loss 0.0265, lpips_loss 0.1813, g_loss -0.0736, disc_weight 0.5000, disc_adaptive_weight 2.5315, d_loss 0.5091, logits_real 0.0735, logits_fake 0.0735,
