dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_8192_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3964, rec_loss 0.4142, p_loss 0.7748, quant_error1 0.5478, quant_error 0.9568, utilization 0.4543, perplexity 2231.3478,
Train Epoch: [1/5] Iters:[1200/20018] transplant_loss 0.9421, rec_loss 0.0260, p_loss 0.1791, quant_error1 0.2795, quant_error 0.2592, utilization 0.9849, perplexity 4323.1887,
Train Epoch: [1/5] Iters:[1210/20018] transplant_loss 0.9336, rec_loss 0.0254, p_loss 0.1781, quant_error1 0.2766, quant_error 0.2568, utilization 0.9849, perplexity 4335.7747,
Train Epoch: [1/5] Iters:[1220/20018] transplant_loss 0.9351, rec_loss 0.0257, p_loss 0.1770, quant_error1 0.2775, quant_error 0.2576, utilization 0.9851, perplexity 4342.3215,
Train Epoch: [1/5] Iters:[1230/20018] transplant_loss 0.9525, rec_loss 0.0266, p_loss 0.1787, quant_error1 0.2830, quant_error 0.2631, utilization 0.9850, perplexity 4348.1612,
Train Epoch: [1/5] Iters:[1240/20018] transplant_loss 0.9527, rec_loss 0.0262, p_loss 0.1785, quant_error1 0.2829, quant_error 0.2635, utilization 0.9851, perplexity 4333.8178,
Train Epoch: [1/5] Iters:[1250/20018] transplant_loss 0.9497, rec_loss 0.0259, p_loss 0.1775, quant_error1 0.2816, quant_error 0.2628, utilization 0.9850, perplexity 4314.9940,
Train Epoch: [1/5] Iters:[1260/20018] transplant_loss 0.9613, rec_loss 0.0264, p_loss 0.1785, quant_error1 0.2854, quant_error 0.2664, utilization 0.9850, perplexity 4339.9514,
Train Epoch: [1/5] Iters:[1270/20018] transplant_loss 0.9582, rec_loss 0.0262, p_loss 0.1785, quant_error1 0.2835, quant_error 0.2653, utilization 0.9847, perplexity 4336.4088,
Train Epoch: [1/5] Iters:[1280/20018] transplant_loss 0.9517, rec_loss 0.0258, p_loss 0.1782, quant_error1 0.2807, quant_error 0.2630, utilization 0.9847, perplexity 4365.1307,
Train Epoch: [1/5] Iters:[1290/20018] transplant_loss 0.9537, rec_loss 0.0261, p_loss 0.1792, quant_error1 0.2812, quant_error 0.2636, utilization 0.9848, perplexity 4394.2109,
Train Epoch: [1/5] Iters:[1300/20018] transplant_loss 0.9552, rec_loss 0.0262, p_loss 0.1791, quant_error1 0.2817, quant_error 0.2642, utilization 0.9849, perplexity 4418.2961,
Train Epoch: [1/5] Iters:[1310/20018] transplant_loss 0.9521, rec_loss 0.0261, p_loss 0.1797, quant_error1 0.2798, quant_error 0.2630, utilization 0.9849, perplexity 4431.1983,
Train Epoch: [1/5] Iters:[1320/20018] transplant_loss 0.9662, rec_loss 0.0266, p_loss 0.1807, quant_error1 0.2847, quant_error 0.2675, utilization 0.9852, perplexity 4499.9403,
Train Epoch: [1/5] Iters:[1330/20018] transplant_loss 0.9606, rec_loss 0.0261, p_loss 0.1799, quant_error1 0.2821, quant_error 0.2657, utilization 0.9847, perplexity 4439.5030,
Train Epoch: [1/5] Iters:[1340/20018] transplant_loss 0.9551, rec_loss 0.0256, p_loss 0.1782, quant_error1 0.2805, quant_error 0.2645, utilization 0.9847, perplexity 4446.4955,
Train Epoch: [1/5] Iters:[1350/20018] transplant_loss 0.9494, rec_loss 0.0256, p_loss 0.1781, quant_error1 0.2781, quant_error 0.2624, utilization 0.9847, perplexity 4472.8842,
Train Epoch: [1/5] Iters:[1360/20018] transplant_loss 0.9309, rec_loss 0.0249, p_loss 0.1764, quant_error1 0.2715, quant_error 0.2566, utilization 0.9848, perplexity 4506.0214,
Train Epoch: [1/5] Iters:[1370/20018] transplant_loss 0.9296, rec_loss 0.0250, p_loss 0.1762, quant_error1 0.2710, quant_error 0.2562, utilization 0.9846, perplexity 4499.8348,
Train Epoch: [1/5] Iters:[1380/20018] transplant_loss 0.9310, rec_loss 0.0251, p_loss 0.1769, quant_error1 0.2711, quant_error 0.2565, utilization 0.9849, perplexity 4531.3441,
Train Epoch: [1/5] Iters:[1390/20018] transplant_loss 0.9308, rec_loss 0.0252, p_loss 0.1770, quant_error1 0.2704, quant_error 0.2562, utilization 0.9850, perplexity 4569.5663,
Train Epoch: [1/5] Iters:[1400/20018] transplant_loss 0.9456, rec_loss 0.0256, p_loss 0.1780, quant_error1 0.2753, quant_error 0.2610, utilization 0.9850, perplexity 4581.1946,
Train Epoch: [1/5] Iters:[1410/20018] transplant_loss 0.9655, rec_loss 0.0262, p_loss 0.1787, quant_error1 0.2822, quant_error 0.2678, utilization 0.9848, perplexity 4570.5453,
Train Epoch: [1/5] Iters:[1420/20018] transplant_loss 0.9531, rec_loss 0.0258, p_loss 0.1794, quant_error1 0.2765, quant_error 0.2631, utilization 0.9846, perplexity 4542.5405,
Train Epoch: [1/5] Iters:[1430/20018] transplant_loss 0.9478, rec_loss 0.0257, p_loss 0.1788, quant_error1 0.2751, quant_error 0.2617, utilization 0.9846, perplexity 4597.9103,
Train Epoch: [1/5] Iters:[1440/20018] transplant_loss 0.9519, rec_loss 0.0256, p_loss 0.1790, quant_error1 0.2768, quant_error 0.2633, utilization 0.9844, perplexity 4602.8852,
Train Epoch: [1/5] Iters:[1450/20018] transplant_loss 0.9379, rec_loss 0.0249, p_loss 0.1775, quant_error1 0.2719, quant_error 0.2591, utilization 0.9841, perplexity 4603.5866,
Train Epoch: [1/5] Iters:[1460/20018] transplant_loss 0.9302, rec_loss 0.0245, p_loss 0.1775, quant_error1 0.2691, quant_error 0.2565, utilization 0.9844, perplexity 4645.6438,
Train Epoch: [1/5] Iters:[1470/20018] transplant_loss 0.9319, rec_loss 0.0245, p_loss 0.1763, quant_error1 0.2705, quant_error 0.2578, utilization 0.9848, perplexity 4709.6301,
Train Epoch: [1/5] Iters:[1480/20018] transplant_loss 0.9359, rec_loss 0.0247, p_loss 0.1758, quant_error1 0.2716, quant_error 0.2593, utilization 0.9845, perplexity 4679.4726,
Train Epoch: [1/5] Iters:[1490/20018] transplant_loss 0.9351, rec_loss 0.0248, p_loss 0.1762, quant_error1 0.2707, quant_error 0.2587, utilization 0.9843, perplexity 4677.0562,
Train Epoch: [1/5] Iters:[1500/20018] transplant_loss 0.9309, rec_loss 0.0247, p_loss 0.1762, quant_error1 0.2689, quant_error 0.2571, utilization 0.9844, perplexity 4694.9322,
Train Epoch: [1/5] Iters:[1510/20018] transplant_loss 0.9414, rec_loss 0.0254, p_loss 0.1775, quant_error1 0.2718, quant_error 0.2598, utilization 0.9842, perplexity 4697.0905,
Train Epoch: [1/5] Iters:[1520/20018] transplant_loss 0.9416, rec_loss 0.0255, p_loss 0.1779, quant_error1 0.2711, quant_error 0.2597, utilization 0.9838, perplexity 4658.6230,
Train Epoch: [1/5] Iters:[1530/20018] transplant_loss 0.9489, rec_loss 0.0257, p_loss 0.1793, quant_error1 0.2731, quant_error 0.2618, utilization 0.9840, perplexity 4718.6615,
Train Epoch: [1/5] Iters:[1540/20018] transplant_loss 0.9499, rec_loss 0.0261, p_loss 0.1795, quant_error1 0.2728, quant_error 0.2618, utilization 0.9841, perplexity 4740.3595,
Train Epoch: [1/5] Iters:[1550/20018] transplant_loss 0.9582, rec_loss 0.0266, p_loss 0.1797, quant_error1 0.2759, quant_error 0.2648, utilization 0.9841, perplexity 4772.5655,
Train Epoch: [1/5] Iters:[1560/20018] transplant_loss 0.9470, rec_loss 0.0261, p_loss 0.1788, quant_error1 0.2716, quant_error 0.2614, utilization 0.9839, perplexity 4764.2280,
Train Epoch: [1/5] Iters:[1570/20018] transplant_loss 0.9482, rec_loss 0.0261, p_loss 0.1794, quant_error1 0.2720, quant_error 0.2617, utilization 0.9840, perplexity 4802.9680,
Train Epoch: [1/5] Iters:[1580/20018] transplant_loss 0.9397, rec_loss 0.0260, p_loss 0.1781, quant_error1 0.2692, quant_error 0.2591, utilization 0.9841, perplexity 4819.5025,
Train Epoch: [1/5] Iters:[1590/20018] transplant_loss 0.9358, rec_loss 0.0257, p_loss 0.1774, quant_error1 0.2682, quant_error 0.2583, utilization 0.9841, perplexity 4826.7087,
Train Epoch: [1/5] Iters:[1600/20018] transplant_loss 0.9365, rec_loss 0.0258, p_loss 0.1788, quant_error1 0.2674, quant_error 0.2578, utilization 0.9837, perplexity 4809.0046,
Train Epoch: [1/5] Iters:[1610/20018] transplant_loss 0.9423, rec_loss 0.0260, p_loss 0.1784, quant_error1 0.2701, quant_error 0.2602, utilization 0.9841, perplexity 4844.1564,
Train Epoch: [1/5] Iters:[1620/20018] transplant_loss 0.9504, rec_loss 0.0265, p_loss 0.1783, quant_error1 0.2725, quant_error 0.2627, utilization 0.9841, perplexity 4859.3922,
Train Epoch: [1/5] Iters:[1630/20018] transplant_loss 0.9496, rec_loss 0.0264, p_loss 0.1789, quant_error1 0.2711, quant_error 0.2620, utilization 0.9838, perplexity 4824.6699,
Train Epoch: [1/5] Iters:[1640/20018] transplant_loss 0.9513, rec_loss 0.0263, p_loss 0.1789, quant_error1 0.2721, quant_error 0.2627, utilization 0.9837, perplexity 4827.3160,
Train Epoch: [1/5] Iters:[1650/20018] transplant_loss 0.9486, rec_loss 0.0259, p_loss 0.1772, quant_error1 0.2720, quant_error 0.2626, utilization 0.9841, perplexity 4876.0173,
Train Epoch: [1/5] Iters:[1660/20018] transplant_loss 0.9407, rec_loss 0.0255, p_loss 0.1767, quant_error1 0.2689, quant_error 0.2600, utilization 0.9836, perplexity 4825.7532,
Train Epoch: [1/5] Iters:[1670/20018] transplant_loss 0.9368, rec_loss 0.0251, p_loss 0.1771, quant_error1 0.2675, quant_error 0.2586, utilization 0.9835, perplexity 4864.0310,
Train Epoch: [1/5] Iters:[1680/20018] transplant_loss 0.9469, rec_loss 0.0256, p_loss 0.1772, quant_error1 0.2718, quant_error 0.2626, utilization 0.9835, perplexity 4888.3533,
Train Epoch: [1/5] Iters:[1690/20018] transplant_loss 0.9492, rec_loss 0.0255, p_loss 0.1780, quant_error1 0.2718, quant_error 0.2631, utilization 0.9833, perplexity 4896.5452,
Train Epoch: [1/5] Iters:[1700/20018] transplant_loss 0.9425, rec_loss 0.0255, p_loss 0.1780, quant_error1 0.2686, quant_error 0.2604, utilization 0.9832, perplexity 4894.5863,
Train Epoch: [1/5] Iters:[1710/20018] transplant_loss 0.9455, rec_loss 0.0256, p_loss 0.1783, quant_error1 0.2697, quant_error 0.2611, utilization 0.9837, perplexity 5000.6623,
Train Epoch: [1/5] Iters:[1720/20018] transplant_loss 0.9365, rec_loss 0.0252, p_loss 0.1768, quant_error1 0.2669, quant_error 0.2588, utilization 0.9838, perplexity 5025.7740,
Train Epoch: [1/5] Iters:[1730/20018] transplant_loss 0.9337, rec_loss 0.0250, p_loss 0.1768, quant_error1 0.2656, quant_error 0.2577, utilization 0.9838, perplexity 5029.8905,
Train Epoch: [1/5] Iters:[1740/20018] transplant_loss 0.9390, rec_loss 0.0252, p_loss 0.1769, quant_error1 0.2677, quant_error 0.2596, utilization 0.9840, perplexity 5080.9133,
Train Epoch: [1/5] Iters:[1750/20018] transplant_loss 0.9462, rec_loss 0.0255, p_loss 0.1774, quant_error1 0.2701, quant_error 0.2620, utilization 0.9837, perplexity 5070.4258,
Train Epoch: [1/5] Iters:[1760/20018] transplant_loss 0.9380, rec_loss 0.0250, p_loss 0.1765, quant_error1 0.2672, quant_error 0.2597, utilization 0.9832, perplexity 5045.4675,
Train Epoch: [1/5] Iters:[1770/20018] transplant_loss 0.9524, rec_loss 0.0256, p_loss 0.1779, quant_error1 0.2718, quant_error 0.2640, utilization 0.9831, perplexity 5063.0527,
Train Epoch: [1/5] Iters:[1780/20018] transplant_loss 0.9442, rec_loss 0.0252, p_loss 0.1774, quant_error1 0.2683, quant_error 0.2611, utilization 0.9830, perplexity 5077.5760,
Train Epoch: [1/5] Iters:[1790/20018] transplant_loss 0.9375, rec_loss 0.0252, p_loss 0.1771, quant_error1 0.2656, quant_error 0.2586, utilization 0.9831, perplexity 5096.0448,
Train Epoch: [1/5] Iters:[1800/20018] transplant_loss 0.9305, rec_loss 0.0250, p_loss 0.1775, quant_error1 0.2626, quant_error 0.2557, utilization 0.9833, perplexity 5132.0335,
Train Epoch: [1/5] Iters:[1810/20018] transplant_loss 0.9470, rec_loss 0.0258, p_loss 0.1794, quant_error1 0.2676, quant_error 0.2605, utilization 0.9834, perplexity 5154.6103,
Train Epoch: [1/5] Iters:[1820/20018] transplant_loss 0.9285, rec_loss 0.0251, p_loss 0.1781, quant_error1 0.2612, quant_error 0.2546, utilization 0.9830, perplexity 5106.0941,
Train Epoch: [1/5] Iters:[1830/20018] transplant_loss 0.9391, rec_loss 0.0256, p_loss 0.1792, quant_error1 0.2649, quant_error 0.2579, utilization 0.9835, perplexity 5198.8647,
Train Epoch: [1/5] Iters:[1840/20018] transplant_loss 0.9416, rec_loss 0.0259, p_loss 0.1792, quant_error1 0.2657, quant_error 0.2588, utilization 0.9832, perplexity 5185.7937,
Train Epoch: [1/5] Iters:[1850/20018] transplant_loss 0.9523, rec_loss 0.0263, p_loss 0.1793, quant_error1 0.2695, quant_error 0.2626, utilization 0.9828, perplexity 5161.4592,
Train Epoch: [1/5] Iters:[1860/20018] transplant_loss 0.9413, rec_loss 0.0258, p_loss 0.1777, quant_error1 0.2663, quant_error 0.2597, utilization 0.9830, perplexity 5159.5973,
Train Epoch: [1/5] Iters:[1870/20018] transplant_loss 0.9550, rec_loss 0.0266, p_loss 0.1800, quant_error1 0.2702, quant_error 0.2635, utilization 0.9833, perplexity 5219.6054,
Train Epoch: [1/5] Iters:[1880/20018] transplant_loss 0.9511, rec_loss 0.0264, p_loss 0.1794, quant_error1 0.2688, quant_error 0.2625, utilization 0.9825, perplexity 5158.3762,
Train Epoch: [1/5] Iters:[1890/20018] transplant_loss 0.9422, rec_loss 0.0259, p_loss 0.1792, quant_error1 0.2655, quant_error 0.2595, utilization 0.9824, perplexity 5173.8869,
Train Epoch: [1/5] Iters:[1900/20018] transplant_loss 0.9353, rec_loss 0.0256, p_loss 0.1785, quant_error1 0.2635, quant_error 0.2574, utilization 0.9826, perplexity 5226.6818,
Train Epoch: [1/5] Iters:[1910/20018] transplant_loss 0.9439, rec_loss 0.0257, p_loss 0.1793, quant_error1 0.2665, quant_error 0.2603, utilization 0.9824, perplexity 5270.3655,
Train Epoch: [1/5] Iters:[1920/20018] transplant_loss 0.9371, rec_loss 0.0255, p_loss 0.1772, quant_error1 0.2646, quant_error 0.2587, utilization 0.9819, perplexity 5247.2661,
Train Epoch: [1/5] Iters:[1930/20018] transplant_loss 0.9335, rec_loss 0.0254, p_loss 0.1766, quant_error1 0.2633, quant_error 0.2575, utilization 0.9821, perplexity 5287.9508,
Train Epoch: [1/5] Iters:[1940/20018] transplant_loss 0.9349, rec_loss 0.0256, p_loss 0.1762, quant_error1 0.2639, quant_error 0.2580, utilization 0.9820, perplexity 5308.5743,
Train Epoch: [1/5] Iters:[1950/20018] transplant_loss 0.9336, rec_loss 0.0252, p_loss 0.1758, quant_error1 0.2638, quant_error 0.2581, utilization 0.9818, perplexity 5318.7598,
Train Epoch: [1/5] Iters:[1960/20018] transplant_loss 0.9319, rec_loss 0.0253, p_loss 0.1765, quant_error1 0.2622, quant_error 0.2567, utilization 0.9819, perplexity 5353.7493,
Train Epoch: [1/5] Iters:[1970/20018] transplant_loss 0.9426, rec_loss 0.0255, p_loss 0.1777, quant_error1 0.2659, quant_error 0.2602, utilization 0.9820, perplexity 5377.2244,
Train Epoch: [1/5] Iters:[1980/20018] transplant_loss 0.9522, rec_loss 0.0258, p_loss 0.1788, quant_error1 0.2687, quant_error 0.2631, utilization 0.9819, perplexity 5363.5018,
Train Epoch: [1/5] Iters:[1990/20018] transplant_loss 0.9648, rec_loss 0.0260, p_loss 0.1793, quant_error1 0.2733, quant_error 0.2677, utilization 0.9817, perplexity 5361.1300,
Train Epoch: [1/5] Iters:[2000/20018] transplant_loss 0.9737, rec_loss 0.0266, p_loss 0.1797, quant_error1 0.2760, quant_error 0.2705, utilization 0.9819, perplexity 5386.2878,
Train Epoch: [1/5] Iters:[2010/20018] transplant_loss 0.9713, rec_loss 0.0267, p_loss 0.1786, quant_error1 0.2753, quant_error 0.2703, utilization 0.9815, perplexity 5340.6392,
Train Epoch: [1/5] Iters:[2020/20018] transplant_loss 0.9593, rec_loss 0.0263, p_loss 0.1773, quant_error1 0.2713, quant_error 0.2664, utilization 0.9815, perplexity 5339.1088,
Train Epoch: [1/5] Iters:[2030/20018] transplant_loss 0.9502, rec_loss 0.0261, p_loss 0.1767, quant_error1 0.2683, quant_error 0.2634, utilization 0.9819, perplexity 5398.7363,
Train Epoch: [1/5] Iters:[2040/20018] transplant_loss 0.9367, rec_loss 0.0254, p_loss 0.1756, quant_error1 0.2641, quant_error 0.2592, utilization 0.9819, perplexity 5397.5712,
Train Epoch: [1/5] Iters:[2050/20018] transplant_loss 0.9381, rec_loss 0.0255, p_loss 0.1769, quant_error1 0.2642, quant_error 0.2591, utilization 0.9817, perplexity 5420.5068,
Train Epoch: [1/5] Iters:[2060/20018] transplant_loss 0.9335, rec_loss 0.0251, p_loss 0.1765, quant_error1 0.2631, quant_error 0.2579, utilization 0.9819, perplexity 5428.6724,
Train Epoch: [1/5] Iters:[2070/20018] transplant_loss 0.9364, rec_loss 0.0251, p_loss 0.1771, quant_error1 0.2642, quant_error 0.2589, utilization 0.9817, perplexity 5441.5996,
Train Epoch: [1/5] Iters:[2080/20018] transplant_loss 0.9404, rec_loss 0.0250, p_loss 0.1763, quant_error1 0.2662, quant_error 0.2608, utilization 0.9814, perplexity 5444.7131,
Train Epoch: [1/5] Iters:[2090/20018] transplant_loss 0.9472, rec_loss 0.0256, p_loss 0.1774, quant_error1 0.2674, quant_error 0.2623, utilization 0.9813, perplexity 5445.3253,
Train Epoch: [1/5] Iters:[2100/20018] transplant_loss 0.9451, rec_loss 0.0257, p_loss 0.1769, quant_error1 0.2666, quant_error 0.2616, utilization 0.9811, perplexity 5408.5012,
Train Epoch: [1/5] Iters:[2110/20018] transplant_loss 0.9464, rec_loss 0.0262, p_loss 0.1768, quant_error1 0.2669, quant_error 0.2618, utilization 0.9813, perplexity 5460.4469,
Train Epoch: [1/5] Iters:[2120/20018] transplant_loss 0.9487, rec_loss 0.0265, p_loss 0.1772, quant_error1 0.2673, quant_error 0.2622, utilization 0.9815, perplexity 5496.4426,
Train Epoch: [1/5] Iters:[2130/20018] transplant_loss 0.9463, rec_loss 0.0264, p_loss 0.1778, quant_error1 0.2660, quant_error 0.2611, utilization 0.9814, perplexity 5477.7398,
Train Epoch: [1/5] Iters:[2140/20018] transplant_loss 0.9455, rec_loss 0.0262, p_loss 0.1776, quant_error1 0.2663, quant_error 0.2613, utilization 0.9816, perplexity 5510.6558,
Train Epoch: [1/5] Iters:[2150/20018] transplant_loss 0.9384, rec_loss 0.0257, p_loss 0.1769, quant_error1 0.2639, quant_error 0.2591, utilization 0.9814, perplexity 5493.3719,
Train Epoch: [1/5] Iters:[2160/20018] transplant_loss 0.9451, rec_loss 0.0256, p_loss 0.1774, quant_error1 0.2664, quant_error 0.2614, utilization 0.9812, perplexity 5471.9071,
Train Epoch: [1/5] Iters:[2170/20018] transplant_loss 0.9462, rec_loss 0.0256, p_loss 0.1771, quant_error1 0.2669, quant_error 0.2620, utilization 0.9812, perplexity 5486.4271,
Train Epoch: [1/5] Iters:[2180/20018] transplant_loss 0.9487, rec_loss 0.0257, p_loss 0.1774, quant_error1 0.2678, quant_error 0.2629, utilization 0.9812, perplexity 5490.6214,
Train Epoch: [1/5] Iters:[2190/20018] transplant_loss 0.9367, rec_loss 0.0252, p_loss 0.1765, quant_error1 0.2635, quant_error 0.2589, utilization 0.9809, perplexity 5473.8048,
Train Epoch: [1/5] Iters:[2200/20018] transplant_loss 0.9467, rec_loss 0.0255, p_loss 0.1774, quant_error1 0.2669, quant_error 0.2618, utilization 0.9815, perplexity 5543.7327,
Train Epoch: [1/5] Iters:[2210/20018] transplant_loss 0.9309, rec_loss 0.0249, p_loss 0.1759, quant_error1 0.2616, quant_error 0.2570, utilization 0.9813, perplexity 5538.8299,
Train Epoch: [1/5] Iters:[2220/20018] transplant_loss 0.9258, rec_loss 0.0245, p_loss 0.1747, quant_error1 0.2604, quant_error 0.2556, utilization 0.9812, perplexity 5531.8540,
Train Epoch: [1/5] Iters:[2230/20018] transplant_loss 0.9237, rec_loss 0.0245, p_loss 0.1752, quant_error1 0.2591, quant_error 0.2543, utilization 0.9814, perplexity 5570.8965,
Train Epoch: [1/5] Iters:[2240/20018] transplant_loss 0.9382, rec_loss 0.0253, p_loss 0.1766, quant_error1 0.2635, quant_error 0.2585, utilization 0.9815, perplexity 5590.8876,
Train Epoch: [1/5] Iters:[2250/20018] transplant_loss 0.9293, rec_loss 0.0251, p_loss 0.1768, quant_error1 0.2600, quant_error 0.2554, utilization 0.9810, perplexity 5561.3296,
Train Epoch: [1/5] Iters:[2260/20018] transplant_loss 0.9425, rec_loss 0.0256, p_loss 0.1778, quant_error1 0.2645, quant_error 0.2596, utilization 0.9810, perplexity 5577.0707,
Train Epoch: [1/5] Iters:[2270/20018] transplant_loss 0.9431, rec_loss 0.0259, p_loss 0.1790, quant_error1 0.2640, quant_error 0.2592, utilization 0.9809, perplexity 5581.5688,
Train Epoch: [1/5] Iters:[2280/20018] transplant_loss 0.9405, rec_loss 0.0258, p_loss 0.1781, quant_error1 0.2636, quant_error 0.2588, utilization 0.9806, perplexity 5565.1697,
Train Epoch: [1/5] Iters:[2290/20018] transplant_loss 0.9360, rec_loss 0.0255, p_loss 0.1771, quant_error1 0.2627, quant_error 0.2578, utilization 0.9806, perplexity 5549.2903,
Train Epoch: [1/5] Iters:[2300/20018] transplant_loss 0.9342, rec_loss 0.0254, p_loss 0.1763, quant_error1 0.2627, quant_error 0.2577, utilization 0.9809, perplexity 5562.7473,
Train Epoch: [1/5] Iters:[2310/20018] transplant_loss 0.9263, rec_loss 0.0248, p_loss 0.1763, quant_error1 0.2596, quant_error 0.2547, utilization 0.9810, perplexity 5582.5714,
Train Epoch: [1/5] Iters:[2320/20018] transplant_loss 0.9177, rec_loss 0.0245, p_loss 0.1743, quant_error1 0.2575, quant_error 0.2525, utilization 0.9809, perplexity 5576.9949,
Train Epoch: [1/5] Iters:[2330/20018] transplant_loss 0.9156, rec_loss 0.0244, p_loss 0.1741, quant_error1 0.2569, quant_error 0.2518, utilization 0.9811, perplexity 5567.4593,
Train Epoch: [1/5] Iters:[2340/20018] transplant_loss 0.9019, rec_loss 0.0238, p_loss 0.1728, quant_error1 0.2523, quant_error 0.2474, utilization 0.9810, perplexity 5576.7154,
Train Epoch: [1/5] Iters:[2350/20018] transplant_loss 0.9019, rec_loss 0.0239, p_loss 0.1732, quant_error1 0.2520, quant_error 0.2468, utilization 0.9814, perplexity 5625.0236,
Train Epoch: [1/5] Iters:[2360/20018] transplant_loss 0.9063, rec_loss 0.0245, p_loss 0.1733, quant_error1 0.2536, quant_error 0.2483, utilization 0.9812, perplexity 5611.8049,
Train Epoch: [1/5] Iters:[2370/20018] transplant_loss 0.9169, rec_loss 0.0250, p_loss 0.1752, quant_error1 0.2563, quant_error 0.2511, utilization 0.9811, perplexity 5589.3567,
Train Epoch: [1/5] Iters:[2380/20018] transplant_loss 0.9184, rec_loss 0.0253, p_loss 0.1753, quant_error1 0.2568, quant_error 0.2517, utilization 0.9811, perplexity 5579.9697,
Train Epoch: [1/5] Iters:[2390/20018] transplant_loss 0.9309, rec_loss 0.0257, p_loss 0.1761, quant_error1 0.2611, quant_error 0.2557, utilization 0.9814, perplexity 5601.7864,
Train Epoch: [1/5] Iters:[2400/20018] transplant_loss 0.9217, rec_loss 0.0252, p_loss 0.1745, quant_error1 0.2584, quant_error 0.2533, utilization 0.9806, perplexity 5535.8737,
Train Epoch: [1/5] Iters:[2410/20018] transplant_loss 0.9209, rec_loss 0.0250, p_loss 0.1753, quant_error1 0.2576, quant_error 0.2524, utilization 0.9812, perplexity 5578.3598,
Train Epoch: [1/5] Iters:[2420/20018] transplant_loss 0.9233, rec_loss 0.0248, p_loss 0.1750, quant_error1 0.2588, quant_error 0.2534, utilization 0.9815, perplexity 5636.9859,
Train Epoch: [1/5] Iters:[2430/20018] transplant_loss 0.9321, rec_loss 0.0252, p_loss 0.1758, quant_error1 0.2617, quant_error 0.2561, utilization 0.9811, perplexity 5610.6421,
Train Epoch: [1/5] Iters:[2440/20018] transplant_loss 0.9310, rec_loss 0.0253, p_loss 0.1759, quant_error1 0.2614, quant_error 0.2559, utilization 0.9809, perplexity 5615.7952,
Train Epoch: [1/5] Iters:[2450/20018] transplant_loss 0.9444, rec_loss 0.0257, p_loss 0.1770, quant_error1 0.2660, quant_error 0.2601, utilization 0.9814, perplexity 5649.6723,
Train Epoch: [1/5] Iters:[2460/20018] transplant_loss 0.9395, rec_loss 0.0255, p_loss 0.1764, quant_error1 0.2646, quant_error 0.2590, utilization 0.9809, perplexity 5606.6077,
Train Epoch: [1/5] Iters:[2470/20018] transplant_loss 0.9343, rec_loss 0.0255, p_loss 0.1764, quant_error1 0.2628, quant_error 0.2570, utilization 0.9807, perplexity 5575.1365,
Train Epoch: [1/5] Iters:[2480/20018] transplant_loss 0.9396, rec_loss 0.0255, p_loss 0.1770, quant_error1 0.2645, quant_error 0.2585, utilization 0.9814, perplexity 5649.6608,
Train Epoch: [1/5] Iters:[2490/20018] transplant_loss 0.9367, rec_loss 0.0252, p_loss 0.1767, quant_error1 0.2634, quant_error 0.2575, utilization 0.9809, perplexity 5627.5408,
