dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 32768
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 15
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_32768_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_15
saver_name_pre: wasserstein_vq_refinement_False_15_ImageNet_model_32768_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/15] Iters:[10/20018] gen_loss -2.2669, rec_loss 0.0240, lpips_loss 0.1984, g_loss -0.2615, disc_weight 0.4000, disc_adaptive_weight 10.1100, d_loss 2.3252, logits_real 0.3270, logits_fake 0.2557,
Train Epoch: [1/15] Iters:[940/20018] gen_loss -0.4559, rec_loss 0.0236, lpips_loss 0.1781, g_loss -0.1840, disc_weight 0.4000, disc_adaptive_weight 3.5735, d_loss 0.4365, logits_real 0.1830, logits_fake 0.1842,
Train Epoch: [1/15] Iters:[950/20018] gen_loss -0.4455, rec_loss 0.0233, lpips_loss 0.1773, g_loss -0.1830, disc_weight 0.4000, disc_adaptive_weight 3.5292, d_loss 0.4361, logits_real 0.1821, logits_fake 0.1833,
Train Epoch: [1/15] Iters:[960/20018] gen_loss -0.4640, rec_loss 0.0233, lpips_loss 0.1779, g_loss -0.1822, disc_weight 0.4000, disc_adaptive_weight 3.6527, d_loss 0.4351, logits_real 0.1811, logits_fake 0.1825,
Train Epoch: [1/15] Iters:[970/20018] gen_loss -0.5267, rec_loss 0.0237, lpips_loss 0.1790, g_loss -0.1812, disc_weight 0.4000, disc_adaptive_weight 4.0315, d_loss 0.4339, logits_real 0.1801, logits_fake 0.1813,
Train Epoch: [1/15] Iters:[980/20018] gen_loss -0.5500, rec_loss 0.0236, lpips_loss 0.1790, g_loss -0.1802, disc_weight 0.4000, disc_adaptive_weight 4.1831, d_loss 0.4330, logits_real 0.1791, logits_fake 0.1803,
Train Epoch: [1/15] Iters:[990/20018] gen_loss -0.5573, rec_loss 0.0237, lpips_loss 0.1783, g_loss -0.1790, disc_weight 0.4000, disc_adaptive_weight 4.2455, d_loss 0.4327, logits_real 0.1780, logits_fake 0.1792,
Train Epoch: [1/15] Iters:[1000/20018] gen_loss -0.5424, rec_loss 0.0239, lpips_loss 0.1781, g_loss -0.1779, disc_weight 0.4000, disc_adaptive_weight 4.1843, d_loss 0.4322, logits_real 0.1767, logits_fake 0.1780,
Train Epoch: [1/15] Iters:[1010/20018] gen_loss -0.5125, rec_loss 0.0237, lpips_loss 0.1769, g_loss -0.1769, disc_weight 0.4000, disc_adaptive_weight 4.0307, d_loss 0.4318, logits_real 0.1756, logits_fake 0.1770,
Train Epoch: [1/15] Iters:[1020/20018] gen_loss -0.4339, rec_loss 0.0235, lpips_loss 0.1767, g_loss -0.1760, disc_weight 0.4000, disc_adaptive_weight 3.6051, d_loss 0.4319, logits_real 0.1747, logits_fake 0.1762,
Train Epoch: [1/15] Iters:[1030/20018] gen_loss -0.4408, rec_loss 0.0236, lpips_loss 0.1768, g_loss -0.1750, disc_weight 0.4000, disc_adaptive_weight 3.6671, d_loss 0.4316, logits_real 0.1737, logits_fake 0.1752,
Train Epoch: [1/15] Iters:[1040/20018] gen_loss -0.4190, rec_loss 0.0239, lpips_loss 0.1781, g_loss -0.1740, disc_weight 0.4000, disc_adaptive_weight 3.5727, d_loss 0.4309, logits_real 0.1726, logits_fake 0.1741,
Train Epoch: [1/15] Iters:[1050/20018] gen_loss -0.4352, rec_loss 0.0238, lpips_loss 0.1779, g_loss -0.1733, disc_weight 0.4000, disc_adaptive_weight 3.6786, d_loss 0.4300, logits_real 0.1719, logits_fake 0.1732,
Train Epoch: [1/15] Iters:[1060/20018] gen_loss -0.4158, rec_loss 0.0237, lpips_loss 0.1778, g_loss -0.1723, disc_weight 0.4000, disc_adaptive_weight 3.5851, d_loss 0.4293, logits_real 0.1710, logits_fake 0.1722,
Train Epoch: [1/15] Iters:[1070/20018] gen_loss -0.4239, rec_loss 0.0235, lpips_loss 0.1780, g_loss -0.1715, disc_weight 0.4000, disc_adaptive_weight 3.6476, d_loss 0.4285, logits_real 0.1700, logits_fake 0.1713,
Train Epoch: [1/15] Iters:[1080/20018] gen_loss -0.4389, rec_loss 0.0234, lpips_loss 0.1778, g_loss -0.1707, disc_weight 0.4000, disc_adaptive_weight 3.7543, d_loss 0.4277, logits_real 0.1693, logits_fake 0.1705,
Train Epoch: [1/15] Iters:[1090/20018] gen_loss -0.4427, rec_loss 0.0233, lpips_loss 0.1770, g_loss -0.1700, disc_weight 0.4000, disc_adaptive_weight 3.7858, d_loss 0.4271, logits_real 0.1686, logits_fake 0.1699,
Train Epoch: [1/15] Iters:[1100/20018] gen_loss -0.4289, rec_loss 0.0233, lpips_loss 0.1777, g_loss -0.1693, disc_weight 0.4000, disc_adaptive_weight 3.7228, d_loss 0.4267, logits_real 0.1680, logits_fake 0.1693,
Train Epoch: [1/15] Iters:[1110/20018] gen_loss -0.4528, rec_loss 0.0231, lpips_loss 0.1767, g_loss -0.1687, disc_weight 0.4000, disc_adaptive_weight 3.8674, d_loss 0.4264, logits_real 0.1675, logits_fake 0.1689,
Train Epoch: [1/15] Iters:[1120/20018] gen_loss -0.4395, rec_loss 0.0236, lpips_loss 0.1769, g_loss -0.1681, disc_weight 0.4000, disc_adaptive_weight 3.8055, d_loss 0.4256, logits_real 0.1671, logits_fake 0.1683,
Train Epoch: [1/15] Iters:[1130/20018] gen_loss -0.4163, rec_loss 0.0235, lpips_loss 0.1767, g_loss -0.1675, disc_weight 0.4000, disc_adaptive_weight 3.6794, d_loss 0.4255, logits_real 0.1665, logits_fake 0.1677,
Train Epoch: [1/15] Iters:[1140/20018] gen_loss -0.4128, rec_loss 0.0240, lpips_loss 0.1780, g_loss -0.1669, disc_weight 0.4000, disc_adaptive_weight 3.6832, d_loss 0.4250, logits_real 0.1660, logits_fake 0.1671,
Train Epoch: [1/15] Iters:[1150/20018] gen_loss -0.4108, rec_loss 0.0242, lpips_loss 0.1782, g_loss -0.1662, disc_weight 0.4000, disc_adaptive_weight 3.6891, d_loss 0.4245, logits_real 0.1653, logits_fake 0.1662,
Train Epoch: [1/15] Iters:[1160/20018] gen_loss -0.3893, rec_loss 0.0250, lpips_loss 0.1802, g_loss -0.1654, disc_weight 0.4000, disc_adaptive_weight 3.5932, d_loss 0.4238, logits_real 0.1646, logits_fake 0.1654,
Train Epoch: [1/15] Iters:[1170/20018] gen_loss -0.4043, rec_loss 0.0244, lpips_loss 0.1796, g_loss -0.1650, disc_weight 0.4000, disc_adaptive_weight 3.6831, d_loss 0.4236, logits_real 0.1642, logits_fake 0.1650,
Train Epoch: [1/15] Iters:[1180/20018] gen_loss -0.3963, rec_loss 0.0242, lpips_loss 0.1786, g_loss -0.1646, disc_weight 0.4000, disc_adaptive_weight 3.6392, d_loss 0.4228, logits_real 0.1639, logits_fake 0.1645,
Train Epoch: [1/15] Iters:[1190/20018] gen_loss -0.4164, rec_loss 0.0243, lpips_loss 0.1782, g_loss -0.1642, disc_weight 0.4000, disc_adaptive_weight 3.7677, d_loss 0.4226, logits_real 0.1636, logits_fake 0.1641,
Train Epoch: [1/15] Iters:[1200/20018] gen_loss -0.4305, rec_loss 0.0245, lpips_loss 0.1787, g_loss -0.1641, disc_weight 0.4000, disc_adaptive_weight 3.8611, d_loss 0.4224, logits_real 0.1635, logits_fake 0.1641,
Train Epoch: [1/15] Iters:[1210/20018] gen_loss -0.4634, rec_loss 0.0240, lpips_loss 0.1776, g_loss -0.1640, disc_weight 0.4000, disc_adaptive_weight 4.0555, d_loss 0.4222, logits_real 0.1634, logits_fake 0.1639,
Train Epoch: [1/15] Iters:[1220/20018] gen_loss -0.4689, rec_loss 0.0242, lpips_loss 0.1766, g_loss -0.1637, disc_weight 0.4000, disc_adaptive_weight 4.0922, d_loss 0.4219, logits_real 0.1629, logits_fake 0.1637,
Train Epoch: [1/15] Iters:[1230/20018] gen_loss -0.4455, rec_loss 0.0251, lpips_loss 0.1780, g_loss -0.1634, disc_weight 0.4000, disc_adaptive_weight 3.9711, d_loss 0.4215, logits_real 0.1624, logits_fake 0.1634,
Train Epoch: [1/15] Iters:[1240/20018] gen_loss -0.4220, rec_loss 0.0248, lpips_loss 0.1777, g_loss -0.1629, disc_weight 0.4000, disc_adaptive_weight 3.8334, d_loss 0.4213, logits_real 0.1618, logits_fake 0.1631,
Train Epoch: [1/15] Iters:[1250/20018] gen_loss -0.4083, rec_loss 0.0246, lpips_loss 0.1764, g_loss -0.1622, disc_weight 0.4000, disc_adaptive_weight 3.7544, d_loss 0.4206, logits_real 0.1610, logits_fake 0.1624,
Train Epoch: [1/15] Iters:[1260/20018] gen_loss -0.3749, rec_loss 0.0250, lpips_loss 0.1772, g_loss -0.1614, disc_weight 0.4000, disc_adaptive_weight 3.5757, d_loss 0.4204, logits_real 0.1601, logits_fake 0.1615,
Train Epoch: [1/15] Iters:[1270/20018] gen_loss -0.3708, rec_loss 0.0249, lpips_loss 0.1774, g_loss -0.1603, disc_weight 0.4000, disc_adaptive_weight 3.5751, d_loss 0.4199, logits_real 0.1592, logits_fake 0.1605,
Train Epoch: [1/15] Iters:[1280/20018] gen_loss -0.3827, rec_loss 0.0244, lpips_loss 0.1773, g_loss -0.1594, disc_weight 0.4000, disc_adaptive_weight 3.6665, d_loss 0.4196, logits_real 0.1583, logits_fake 0.1595,
Train Epoch: [1/15] Iters:[1290/20018] gen_loss -0.3576, rec_loss 0.0246, lpips_loss 0.1782, g_loss -0.1585, disc_weight 0.4000, disc_adaptive_weight 3.5366, d_loss 0.4194, logits_real 0.1574, logits_fake 0.1585,
Train Epoch: [1/15] Iters:[1300/20018] gen_loss -0.3769, rec_loss 0.0247, lpips_loss 0.1779, g_loss -0.1575, disc_weight 0.4000, disc_adaptive_weight 3.6818, d_loss 0.4194, logits_real 0.1564, logits_fake 0.1574,
Train Epoch: [1/15] Iters:[1310/20018] gen_loss -0.3718, rec_loss 0.0248, lpips_loss 0.1786, g_loss -0.1564, disc_weight 0.4000, disc_adaptive_weight 3.6784, d_loss 0.4190, logits_real 0.1553, logits_fake 0.1565,
Train Epoch: [1/15] Iters:[1320/20018] gen_loss -0.3795, rec_loss 0.0251, lpips_loss 0.1796, g_loss -0.1557, disc_weight 0.4000, disc_adaptive_weight 3.7532, d_loss 0.4190, logits_real 0.1545, logits_fake 0.1557,
Train Epoch: [1/15] Iters:[1330/20018] gen_loss -0.3707, rec_loss 0.0247, lpips_loss 0.1786, g_loss -0.1550, disc_weight 0.4000, disc_adaptive_weight 3.7060, d_loss 0.4189, logits_real 0.1538, logits_fake 0.1551,
Train Epoch: [1/15] Iters:[1340/20018] gen_loss -0.3999, rec_loss 0.0242, lpips_loss 0.1769, g_loss -0.1542, disc_weight 0.4000, disc_adaptive_weight 3.8985, d_loss 0.4184, logits_real 0.1531, logits_fake 0.1543,
Train Epoch: [1/15] Iters:[1350/20018] gen_loss -0.4231, rec_loss 0.0243, lpips_loss 0.1773, g_loss -0.1537, disc_weight 0.4000, disc_adaptive_weight 4.0663, d_loss 0.4180, logits_real 0.1526, logits_fake 0.1537,
Train Epoch: [1/15] Iters:[1360/20018] gen_loss -0.4290, rec_loss 0.0237, lpips_loss 0.1759, g_loss -0.1532, disc_weight 0.4000, disc_adaptive_weight 4.1044, d_loss 0.4177, logits_real 0.1522, logits_fake 0.1533,
Train Epoch: [1/15] Iters:[1370/20018] gen_loss -0.4225, rec_loss 0.0238, lpips_loss 0.1756, g_loss -0.1527, disc_weight 0.4000, disc_adaptive_weight 4.0760, d_loss 0.4170, logits_real 0.1517, logits_fake 0.1528,
Train Epoch: [1/15] Iters:[1380/20018] gen_loss -0.4210, rec_loss 0.0238, lpips_loss 0.1765, g_loss -0.1520, disc_weight 0.4000, disc_adaptive_weight 4.0859, d_loss 0.4168, logits_real 0.1510, logits_fake 0.1521,
Train Epoch: [1/15] Iters:[1390/20018] gen_loss -0.4050, rec_loss 0.0240, lpips_loss 0.1765, g_loss -0.1514, disc_weight 0.4000, disc_adaptive_weight 3.9957, d_loss 0.4166, logits_real 0.1504, logits_fake 0.1515,
Train Epoch: [1/15] Iters:[1400/20018] gen_loss -0.3695, rec_loss 0.0243, lpips_loss 0.1776, g_loss -0.1507, disc_weight 0.4000, disc_adaptive_weight 3.7918, d_loss 0.4164, logits_real 0.1497, logits_fake 0.1509,
Train Epoch: [1/15] Iters:[1410/20018] gen_loss -0.3959, rec_loss 0.0248, lpips_loss 0.1781, g_loss -0.1499, disc_weight 0.4000, disc_adaptive_weight 3.9967, d_loss 0.4165, logits_real 0.1488, logits_fake 0.1500,
Train Epoch: [1/15] Iters:[1420/20018] gen_loss -0.3749, rec_loss 0.0245, lpips_loss 0.1786, g_loss -0.1491, disc_weight 0.4000, disc_adaptive_weight 3.8788, d_loss 0.4165, logits_real 0.1482, logits_fake 0.1492,
Train Epoch: [1/15] Iters:[1430/20018] gen_loss -0.3646, rec_loss 0.0244, lpips_loss 0.1784, g_loss -0.1482, disc_weight 0.4000, disc_adaptive_weight 3.8296, d_loss 0.4163, logits_real 0.1474, logits_fake 0.1485,
Train Epoch: [1/15] Iters:[1440/20018] gen_loss -0.3555, rec_loss 0.0244, lpips_loss 0.1786, g_loss -0.1473, disc_weight 0.4000, disc_adaptive_weight 3.7903, d_loss 0.4159, logits_real 0.1466, logits_fake 0.1476,
Train Epoch: [1/15] Iters:[1450/20018] gen_loss -0.3486, rec_loss 0.0236, lpips_loss 0.1770, g_loss -0.1467, disc_weight 0.4000, disc_adaptive_weight 3.7423, d_loss 0.4157, logits_real 0.1460, logits_fake 0.1470,
Train Epoch: [1/15] Iters:[1460/20018] gen_loss -0.3762, rec_loss 0.0233, lpips_loss 0.1773, g_loss -0.1463, disc_weight 0.4000, disc_adaptive_weight 3.9452, d_loss 0.4153, logits_real 0.1454, logits_fake 0.1464,
Train Epoch: [1/15] Iters:[1470/20018] gen_loss -0.4174, rec_loss 0.0234, lpips_loss 0.1764, g_loss -0.1455, disc_weight 0.4000, disc_adaptive_weight 4.2441, d_loss 0.4149, logits_real 0.1446, logits_fake 0.1458,
Train Epoch: [1/15] Iters:[1480/20018] gen_loss -0.4388, rec_loss 0.0236, lpips_loss 0.1756, g_loss -0.1448, disc_weight 0.4000, disc_adaptive_weight 4.4076, d_loss 0.4147, logits_real 0.1439, logits_fake 0.1450,
Train Epoch: [1/15] Iters:[1490/20018] gen_loss -0.4844, rec_loss 0.0237, lpips_loss 0.1758, g_loss -0.1443, disc_weight 0.4000, disc_adaptive_weight 4.7401, d_loss 0.4145, logits_real 0.1433, logits_fake 0.1444,
Train Epoch: [1/15] Iters:[1500/20018] gen_loss -0.4749, rec_loss 0.0236, lpips_loss 0.1759, g_loss -0.1434, disc_weight 0.4000, disc_adaptive_weight 4.6940, d_loss 0.4140, logits_real 0.1425, logits_fake 0.1436,
Train Epoch: [1/15] Iters:[1510/20018] gen_loss -0.4091, rec_loss 0.0241, lpips_loss 0.1769, g_loss -0.1423, disc_weight 0.4000, disc_adaptive_weight 4.2824, d_loss 0.4137, logits_real 0.1415, logits_fake 0.1425,
Train Epoch: [1/15] Iters:[1520/20018] gen_loss -0.3894, rec_loss 0.0242, lpips_loss 0.1772, g_loss -0.1414, disc_weight 0.4000, disc_adaptive_weight 4.1738, d_loss 0.4138, logits_real 0.1405, logits_fake 0.1414,
Train Epoch: [1/15] Iters:[1530/20018] gen_loss -0.4017, rec_loss 0.0243, lpips_loss 0.1784, g_loss -0.1405, disc_weight 0.4000, disc_adaptive_weight 4.3016, d_loss 0.4137, logits_real 0.1395, logits_fake 0.1405,
Train Epoch: [1/15] Iters:[1540/20018] gen_loss -0.3506, rec_loss 0.0247, lpips_loss 0.1790, g_loss -0.1393, disc_weight 0.4000, disc_adaptive_weight 3.9807, d_loss 0.4136, logits_real 0.1384, logits_fake 0.1394,
Train Epoch: [1/15] Iters:[1550/20018] gen_loss -0.3637, rec_loss 0.0251, lpips_loss 0.1792, g_loss -0.1382, disc_weight 0.4000, disc_adaptive_weight 4.1093, d_loss 0.4137, logits_real 0.1374, logits_fake 0.1383,
Train Epoch: [1/15] Iters:[1560/20018] gen_loss -0.3837, rec_loss 0.0247, lpips_loss 0.1786, g_loss -0.1374, disc_weight 0.4000, disc_adaptive_weight 4.2714, d_loss 0.4138, logits_real 0.1367, logits_fake 0.1377,
Train Epoch: [1/15] Iters:[1570/20018] gen_loss -0.3647, rec_loss 0.0248, lpips_loss 0.1792, g_loss -0.1369, disc_weight 0.4000, disc_adaptive_weight 4.1552, d_loss 0.4135, logits_real 0.1361, logits_fake 0.1370,
Train Epoch: [1/15] Iters:[1580/20018] gen_loss -0.3587, rec_loss 0.0247, lpips_loss 0.1781, g_loss -0.1365, disc_weight 0.4000, disc_adaptive_weight 4.1132, d_loss 0.4134, logits_real 0.1355, logits_fake 0.1366,
Train Epoch: [1/15] Iters:[1590/20018] gen_loss -0.3743, rec_loss 0.0246, lpips_loss 0.1773, g_loss -0.1363, disc_weight 0.4000, disc_adaptive_weight 4.2269, d_loss 0.4132, logits_real 0.1352, logits_fake 0.1363,
Train Epoch: [1/15] Iters:[1600/20018] gen_loss -0.3668, rec_loss 0.0247, lpips_loss 0.1788, g_loss -0.1361, disc_weight 0.4000, disc_adaptive_weight 4.1904, d_loss 0.4130, logits_real 0.1349, logits_fake 0.1361,
Train Epoch: [1/15] Iters:[1610/20018] gen_loss -0.3311, rec_loss 0.0249, lpips_loss 0.1782, g_loss -0.1358, disc_weight 0.4000, disc_adaptive_weight 3.9324, d_loss 0.4125, logits_real 0.1345, logits_fake 0.1356,
Train Epoch: [1/15] Iters:[1620/20018] gen_loss -0.3398, rec_loss 0.0254, lpips_loss 0.1783, g_loss -0.1349, disc_weight 0.4000, disc_adaptive_weight 4.0292, d_loss 0.4125, logits_real 0.1337, logits_fake 0.1347,
Train Epoch: [1/15] Iters:[1630/20018] gen_loss -0.3133, rec_loss 0.0252, lpips_loss 0.1786, g_loss -0.1338, disc_weight 0.4000, disc_adaptive_weight 3.8673, d_loss 0.4122, logits_real 0.1327, logits_fake 0.1337,
Train Epoch: [1/15] Iters:[1640/20018] gen_loss -0.2937, rec_loss 0.0249, lpips_loss 0.1785, g_loss -0.1326, disc_weight 0.4000, disc_adaptive_weight 3.7498, d_loss 0.4121, logits_real 0.1315, logits_fake 0.1324,
Train Epoch: [1/15] Iters:[1650/20018] gen_loss -0.2901, rec_loss 0.0246, lpips_loss 0.1768, g_loss -0.1312, disc_weight 0.4000, disc_adaptive_weight 3.7473, d_loss 0.4119, logits_real 0.1301, logits_fake 0.1312,
Train Epoch: [1/15] Iters:[1660/20018] gen_loss -0.3217, rec_loss 0.0243, lpips_loss 0.1763, g_loss -0.1300, disc_weight 0.4000, disc_adaptive_weight 4.0216, d_loss 0.4119, logits_real 0.1289, logits_fake 0.1301,
Train Epoch: [1/15] Iters:[1670/20018] gen_loss -0.2953, rec_loss 0.0238, lpips_loss 0.1767, g_loss -0.1289, disc_weight 0.4000, disc_adaptive_weight 3.8471, d_loss 0.4117, logits_real 0.1279, logits_fake 0.1291,
Train Epoch: [1/15] Iters:[1680/20018] gen_loss -0.3132, rec_loss 0.0243, lpips_loss 0.1770, g_loss -0.1281, disc_weight 0.4000, disc_adaptive_weight 4.0211, d_loss 0.4115, logits_real 0.1271, logits_fake 0.1282,
Train Epoch: [1/15] Iters:[1690/20018] gen_loss -0.3672, rec_loss 0.0244, lpips_loss 0.1777, g_loss -0.1273, disc_weight 0.4000, disc_adaptive_weight 4.4769, d_loss 0.4113, logits_real 0.1264, logits_fake 0.1275,
Train Epoch: [1/15] Iters:[1700/20018] gen_loss -0.4030, rec_loss 0.0245, lpips_loss 0.1781, g_loss -0.1268, disc_weight 0.4000, disc_adaptive_weight 4.7809, d_loss 0.4110, logits_real 0.1259, logits_fake 0.1267,
Train Epoch: [1/15] Iters:[1710/20018] gen_loss -0.3858, rec_loss 0.0248, lpips_loss 0.1785, g_loss -0.1263, disc_weight 0.4000, disc_adaptive_weight 4.6681, d_loss 0.4109, logits_real 0.1252, logits_fake 0.1262,
Train Epoch: [1/15] Iters:[1720/20018] gen_loss -0.4217, rec_loss 0.0245, lpips_loss 0.1771, g_loss -0.1259, disc_weight 0.4000, disc_adaptive_weight 4.9528, d_loss 0.4107, logits_real 0.1247, logits_fake 0.1257,
Train Epoch: [1/15] Iters:[1730/20018] gen_loss -0.4318, rec_loss 0.0243, lpips_loss 0.1771, g_loss -0.1251, disc_weight 0.4000, disc_adaptive_weight 5.0617, d_loss 0.4106, logits_real 0.1239, logits_fake 0.1249,
Train Epoch: [1/15] Iters:[1740/20018] gen_loss -0.3868, rec_loss 0.0244, lpips_loss 0.1776, g_loss -0.1245, disc_weight 0.4000, disc_adaptive_weight 4.7306, d_loss 0.4107, logits_real 0.1233, logits_fake 0.1245,
Train Epoch: [1/15] Iters:[1750/20018] gen_loss -0.3345, rec_loss 0.0247, lpips_loss 0.1778, g_loss -0.1239, disc_weight 0.4000, disc_adaptive_weight 4.3352, d_loss 0.4109, logits_real 0.1228, logits_fake 0.1241,
Train Epoch: [1/15] Iters:[1760/20018] gen_loss -0.3136, rec_loss 0.0240, lpips_loss 0.1769, g_loss -0.1233, disc_weight 0.4000, disc_adaptive_weight 4.1732, d_loss 0.4109, logits_real 0.1222, logits_fake 0.1234,
Train Epoch: [1/15] Iters:[1770/20018] gen_loss -0.2818, rec_loss 0.0244, lpips_loss 0.1781, g_loss -0.1227, disc_weight 0.4000, disc_adaptive_weight 3.9458, d_loss 0.4109, logits_real 0.1217, logits_fake 0.1230,
Train Epoch: [1/15] Iters:[1780/20018] gen_loss -0.2534, rec_loss 0.0241, lpips_loss 0.1775, g_loss -0.1223, disc_weight 0.4000, disc_adaptive_weight 3.7197, d_loss 0.4107, logits_real 0.1213, logits_fake 0.1225,
Train Epoch: [1/15] Iters:[1790/20018] gen_loss -0.2552, rec_loss 0.0242, lpips_loss 0.1772, g_loss -0.1218, disc_weight 0.4000, disc_adaptive_weight 3.7524, d_loss 0.4104, logits_real 0.1207, logits_fake 0.1218,
Train Epoch: [1/15] Iters:[1800/20018] gen_loss -0.2519, rec_loss 0.0239, lpips_loss 0.1776, g_loss -0.1211, disc_weight 0.4000, disc_adaptive_weight 3.7474, d_loss 0.4101, logits_real 0.1200, logits_fake 0.1210,
Train Epoch: [1/15] Iters:[1810/20018] gen_loss -0.2618, rec_loss 0.0247, lpips_loss 0.1795, g_loss -0.1204, disc_weight 0.4000, disc_adaptive_weight 3.8733, d_loss 0.4098, logits_real 0.1193, logits_fake 0.1203,
Train Epoch: [1/15] Iters:[1820/20018] gen_loss -0.2597, rec_loss 0.0242, lpips_loss 0.1783, g_loss -0.1196, disc_weight 0.4000, disc_adaptive_weight 3.8664, d_loss 0.4096, logits_real 0.1187, logits_fake 0.1196,
Train Epoch: [1/15] Iters:[1830/20018] gen_loss -0.2666, rec_loss 0.0246, lpips_loss 0.1793, g_loss -0.1191, disc_weight 0.4000, disc_adaptive_weight 3.9557, d_loss 0.4095, logits_real 0.1183, logits_fake 0.1190,
Train Epoch: [1/15] Iters:[1840/20018] gen_loss -0.2572, rec_loss 0.0248, lpips_loss 0.1792, g_loss -0.1185, disc_weight 0.4000, disc_adaptive_weight 3.8944, d_loss 0.4095, logits_real 0.1177, logits_fake 0.1185,
Train Epoch: [1/15] Iters:[1850/20018] gen_loss -0.2585, rec_loss 0.0252, lpips_loss 0.1790, g_loss -0.1179, disc_weight 0.4000, disc_adaptive_weight 3.9260, d_loss 0.4094, logits_real 0.1171, logits_fake 0.1179,
Train Epoch: [1/15] Iters:[1860/20018] gen_loss -0.2797, rec_loss 0.0248, lpips_loss 0.1774, g_loss -0.1174, disc_weight 0.4000, disc_adaptive_weight 4.1083, d_loss 0.4092, logits_real 0.1164, logits_fake 0.1172,
Train Epoch: [1/15] Iters:[1870/20018] gen_loss -0.2799, rec_loss 0.0258, lpips_loss 0.1800, g_loss -0.1168, disc_weight 0.4000, disc_adaptive_weight 4.1570, d_loss 0.4093, logits_real 0.1159, logits_fake 0.1168,
Train Epoch: [1/15] Iters:[1880/20018] gen_loss -0.2668, rec_loss 0.0257, lpips_loss 0.1796, g_loss -0.1162, disc_weight 0.4000, disc_adaptive_weight 4.0637, d_loss 0.4092, logits_real 0.1152, logits_fake 0.1163,
Train Epoch: [1/15] Iters:[1890/20018] gen_loss -0.2731, rec_loss 0.0252, lpips_loss 0.1796, g_loss -0.1157, disc_weight 0.4000, disc_adaptive_weight 4.1297, d_loss 0.4090, logits_real 0.1148, logits_fake 0.1157,
Train Epoch: [1/15] Iters:[1900/20018] gen_loss -0.3073, rec_loss 0.0251, lpips_loss 0.1792, g_loss -0.1153, disc_weight 0.4000, disc_adaptive_weight 4.4374, d_loss 0.4088, logits_real 0.1143, logits_fake 0.1151,
Train Epoch: [1/15] Iters:[1910/20018] gen_loss -0.3021, rec_loss 0.0252, lpips_loss 0.1803, g_loss -0.1149, disc_weight 0.4000, disc_adaptive_weight 4.4205, d_loss 0.4089, logits_real 0.1139, logits_fake 0.1149,
Train Epoch: [1/15] Iters:[1920/20018] gen_loss -0.3133, rec_loss 0.0250, lpips_loss 0.1784, g_loss -0.1145, disc_weight 0.4000, disc_adaptive_weight 4.5132, d_loss 0.4086, logits_real 0.1134, logits_fake 0.1143,
Train Epoch: [1/15] Iters:[1930/20018] gen_loss -0.3055, rec_loss 0.0248, lpips_loss 0.1780, g_loss -0.1141, disc_weight 0.4000, disc_adaptive_weight 4.4529, d_loss 0.4086, logits_real 0.1130, logits_fake 0.1138,
Train Epoch: [1/15] Iters:[1940/20018] gen_loss -0.2968, rec_loss 0.0251, lpips_loss 0.1775, g_loss -0.1135, disc_weight 0.4000, disc_adaptive_weight 4.3959, d_loss 0.4086, logits_real 0.1125, logits_fake 0.1133,
