dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-wasserstein_vq_transplant_False_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4-5.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_refinement_False_10
saver_name_pre: wasserstein_vq_refinement_False_10_ImageNet_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/10] Iters:[10/20018] gen_loss 6.6235, rec_loss 0.0277, lpips_loss 0.2392, g_loss 0.3848, disc_weight 0.4000, disc_adaptive_weight 15.2948, d_loss 2.5674, logits_real -0.2907, logits_fake -0.3909,
Train Epoch: [1/10] Iters:[940/20018] gen_loss 0.8140, rec_loss 0.0251, lpips_loss 0.1848, g_loss 0.1682, disc_weight 0.4000, disc_adaptive_weight 3.5917, d_loss 0.4386, logits_real -0.1689, logits_fake -0.1681,
Train Epoch: [1/10] Iters:[950/20018] gen_loss 0.8414, rec_loss 0.0249, lpips_loss 0.1841, g_loss 0.1675, disc_weight 0.4000, disc_adaptive_weight 3.7763, d_loss 0.4381, logits_real -0.1684, logits_fake -0.1674,
Train Epoch: [1/10] Iters:[960/20018] gen_loss 0.8435, rec_loss 0.0250, lpips_loss 0.1845, g_loss 0.1668, disc_weight 0.4000, disc_adaptive_weight 3.8046, d_loss 0.4369, logits_real -0.1678, logits_fake -0.1667,
Train Epoch: [1/10] Iters:[970/20018] gen_loss 0.8448, rec_loss 0.0252, lpips_loss 0.1857, g_loss 0.1658, disc_weight 0.4000, disc_adaptive_weight 3.8243, d_loss 0.4358, logits_real -0.1669, logits_fake -0.1659,
Train Epoch: [1/10] Iters:[980/20018] gen_loss 0.8329, rec_loss 0.0251, lpips_loss 0.1855, g_loss 0.1649, disc_weight 0.4000, disc_adaptive_weight 3.7704, d_loss 0.4351, logits_real -0.1661, logits_fake -0.1651,
Train Epoch: [1/10] Iters:[990/20018] gen_loss 0.8127, rec_loss 0.0251, lpips_loss 0.1851, g_loss 0.1642, disc_weight 0.4000, disc_adaptive_weight 3.6671, d_loss 0.4347, logits_real -0.1653, logits_fake -0.1643,
Train Epoch: [1/10] Iters:[1000/20018] gen_loss 0.8126, rec_loss 0.0252, lpips_loss 0.1848, g_loss 0.1636, disc_weight 0.4000, disc_adaptive_weight 3.6835, d_loss 0.4336, logits_real -0.1647, logits_fake -0.1636,
Train Epoch: [1/10] Iters:[1010/20018] gen_loss 0.8060, rec_loss 0.0249, lpips_loss 0.1838, g_loss 0.1631, disc_weight 0.4000, disc_adaptive_weight 3.6652, d_loss 0.4329, logits_real -0.1640, logits_fake -0.1630,
Train Epoch: [1/10] Iters:[1020/20018] gen_loss 0.8586, rec_loss 0.0249, lpips_loss 0.1838, g_loss 0.1623, disc_weight 0.4000, disc_adaptive_weight 4.0077, d_loss 0.4323, logits_real -0.1633, logits_fake -0.1623,
Train Epoch: [1/10] Iters:[1030/20018] gen_loss 0.8905, rec_loss 0.0250, lpips_loss 0.1843, g_loss 0.1614, disc_weight 0.4000, disc_adaptive_weight 4.2214, d_loss 0.4315, logits_real -0.1624, logits_fake -0.1616,
Train Epoch: [1/10] Iters:[1040/20018] gen_loss 0.9062, rec_loss 0.0254, lpips_loss 0.1855, g_loss 0.1607, disc_weight 0.4000, disc_adaptive_weight 4.3269, d_loss 0.4311, logits_real -0.1617, logits_fake -0.1609,
Train Epoch: [1/10] Iters:[1050/20018] gen_loss 0.8670, rec_loss 0.0252, lpips_loss 0.1853, g_loss 0.1599, disc_weight 0.4000, disc_adaptive_weight 4.1008, d_loss 0.4306, logits_real -0.1609, logits_fake -0.1604,
Train Epoch: [1/10] Iters:[1060/20018] gen_loss 0.8446, rec_loss 0.0251, lpips_loss 0.1848, g_loss 0.1592, disc_weight 0.4000, disc_adaptive_weight 3.9824, d_loss 0.4301, logits_real -0.1603, logits_fake -0.1596,
Train Epoch: [1/10] Iters:[1070/20018] gen_loss 0.8144, rec_loss 0.0248, lpips_loss 0.1849, g_loss 0.1585, disc_weight 0.4000, disc_adaptive_weight 3.8149, d_loss 0.4294, logits_real -0.1595, logits_fake -0.1587,
Train Epoch: [1/10] Iters:[1080/20018] gen_loss 0.7988, rec_loss 0.0249, lpips_loss 0.1845, g_loss 0.1578, disc_weight 0.4000, disc_adaptive_weight 3.7363, d_loss 0.4288, logits_real -0.1587, logits_fake -0.1579,
Train Epoch: [1/10] Iters:[1090/20018] gen_loss 0.8171, rec_loss 0.0248, lpips_loss 0.1841, g_loss 0.1572, disc_weight 0.4000, disc_adaptive_weight 3.8705, d_loss 0.4279, logits_real -0.1580, logits_fake -0.1572,
Train Epoch: [1/10] Iters:[1100/20018] gen_loss 0.8472, rec_loss 0.0250, lpips_loss 0.1849, g_loss 0.1566, disc_weight 0.4000, disc_adaptive_weight 4.0712, d_loss 0.4274, logits_real -0.1574, logits_fake -0.1562,
Train Epoch: [1/10] Iters:[1110/20018] gen_loss 0.8618, rec_loss 0.0249, lpips_loss 0.1841, g_loss 0.1559, disc_weight 0.4000, disc_adaptive_weight 4.1863, d_loss 0.4266, logits_real -0.1566, logits_fake -0.1555,
Train Epoch: [1/10] Iters:[1120/20018] gen_loss 0.8738, rec_loss 0.0255, lpips_loss 0.1843, g_loss 0.1551, disc_weight 0.4000, disc_adaptive_weight 4.2789, d_loss 0.4262, logits_real -0.1560, logits_fake -0.1550,
Train Epoch: [1/10] Iters:[1130/20018] gen_loss 0.8460, rec_loss 0.0252, lpips_loss 0.1838, g_loss 0.1545, disc_weight 0.4000, disc_adaptive_weight 4.1182, d_loss 0.4260, logits_real -0.1555, logits_fake -0.1542,
Train Epoch: [1/10] Iters:[1140/20018] gen_loss 0.8228, rec_loss 0.0255, lpips_loss 0.1846, g_loss 0.1536, disc_weight 0.4000, disc_adaptive_weight 3.9838, d_loss 0.4257, logits_real -0.1546, logits_fake -0.1534,
Train Epoch: [1/10] Iters:[1150/20018] gen_loss 0.7899, rec_loss 0.0254, lpips_loss 0.1846, g_loss 0.1527, disc_weight 0.4000, disc_adaptive_weight 3.7934, d_loss 0.4248, logits_real -0.1539, logits_fake -0.1527,
Train Epoch: [1/10] Iters:[1160/20018] gen_loss 0.8110, rec_loss 0.0262, lpips_loss 0.1865, g_loss 0.1517, disc_weight 0.4000, disc_adaptive_weight 3.9439, d_loss 0.4247, logits_real -0.1532, logits_fake -0.1518,
Train Epoch: [1/10] Iters:[1170/20018] gen_loss 0.8051, rec_loss 0.0256, lpips_loss 0.1858, g_loss 0.1512, disc_weight 0.4000, disc_adaptive_weight 3.9306, d_loss 0.4244, logits_real -0.1525, logits_fake -0.1511,
Train Epoch: [1/10] Iters:[1180/20018] gen_loss 0.8627, rec_loss 0.0255, lpips_loss 0.1851, g_loss 0.1506, disc_weight 0.4000, disc_adaptive_weight 4.3348, d_loss 0.4237, logits_real -0.1517, logits_fake -0.1504,
Train Epoch: [1/10] Iters:[1190/20018] gen_loss 0.8824, rec_loss 0.0258, lpips_loss 0.1850, g_loss 0.1498, disc_weight 0.4000, disc_adaptive_weight 4.4866, d_loss 0.4234, logits_real -0.1511, logits_fake -0.1498,
Train Epoch: [1/10] Iters:[1200/20018] gen_loss 0.9047, rec_loss 0.0260, lpips_loss 0.1852, g_loss 0.1492, disc_weight 0.4000, disc_adaptive_weight 4.6497, d_loss 0.4231, logits_real -0.1504, logits_fake -0.1492,
Train Epoch: [1/10] Iters:[1210/20018] gen_loss 0.8726, rec_loss 0.0254, lpips_loss 0.1841, g_loss 0.1484, disc_weight 0.4000, disc_adaptive_weight 4.4663, d_loss 0.4226, logits_real -0.1494, logits_fake -0.1482,
Train Epoch: [1/10] Iters:[1220/20018] gen_loss 0.8807, rec_loss 0.0258, lpips_loss 0.1836, g_loss 0.1473, disc_weight 0.4000, disc_adaptive_weight 4.5562, d_loss 0.4221, logits_real -0.1483, logits_fake -0.1472,
Train Epoch: [1/10] Iters:[1230/20018] gen_loss 0.8977, rec_loss 0.0267, lpips_loss 0.1848, g_loss 0.1462, disc_weight 0.4000, disc_adaptive_weight 4.7012, d_loss 0.4216, logits_real -0.1471, logits_fake -0.1462,
Train Epoch: [1/10] Iters:[1240/20018] gen_loss 0.9129, rec_loss 0.0264, lpips_loss 0.1847, g_loss 0.1453, disc_weight 0.4000, disc_adaptive_weight 4.8377, d_loss 0.4212, logits_real -0.1460, logits_fake -0.1451,
Train Epoch: [1/10] Iters:[1250/20018] gen_loss 0.9060, rec_loss 0.0262, lpips_loss 0.1838, g_loss 0.1441, disc_weight 0.4000, disc_adaptive_weight 4.8335, d_loss 0.4210, logits_real -0.1449, logits_fake -0.1439,
Train Epoch: [1/10] Iters:[1260/20018] gen_loss 0.9147, rec_loss 0.0267, lpips_loss 0.1847, g_loss 0.1433, disc_weight 0.4000, disc_adaptive_weight 4.9085, d_loss 0.4206, logits_real -0.1440, logits_fake -0.1431,
Train Epoch: [1/10] Iters:[1270/20018] gen_loss 0.8780, rec_loss 0.0264, lpips_loss 0.1847, g_loss 0.1424, disc_weight 0.4000, disc_adaptive_weight 4.6788, d_loss 0.4202, logits_real -0.1434, logits_fake -0.1423,
Train Epoch: [1/10] Iters:[1280/20018] gen_loss 0.8183, rec_loss 0.0261, lpips_loss 0.1846, g_loss 0.1418, disc_weight 0.4000, disc_adaptive_weight 4.2828, d_loss 0.4199, logits_real -0.1428, logits_fake -0.1417,
Train Epoch: [1/10] Iters:[1290/20018] gen_loss 0.7738, rec_loss 0.0261, lpips_loss 0.1853, g_loss 0.1412, disc_weight 0.4000, disc_adaptive_weight 3.9848, d_loss 0.4196, logits_real -0.1421, logits_fake -0.1411,
Train Epoch: [1/10] Iters:[1300/20018] gen_loss 0.8075, rec_loss 0.0263, lpips_loss 0.1854, g_loss 0.1409, disc_weight 0.4000, disc_adaptive_weight 4.2322, d_loss 0.4193, logits_real -0.1417, logits_fake -0.1407,
Train Epoch: [1/10] Iters:[1310/20018] gen_loss 0.7730, rec_loss 0.0264, lpips_loss 0.1861, g_loss 0.1402, disc_weight 0.4000, disc_adaptive_weight 3.9972, d_loss 0.4190, logits_real -0.1410, logits_fake -0.1401,
Train Epoch: [1/10] Iters:[1320/20018] gen_loss 0.7785, rec_loss 0.0267, lpips_loss 0.1870, g_loss 0.1397, disc_weight 0.4000, disc_adaptive_weight 4.0437, d_loss 0.4189, logits_real -0.1404, logits_fake -0.1395,
Train Epoch: [1/10] Iters:[1330/20018] gen_loss 0.7781, rec_loss 0.0262, lpips_loss 0.1861, g_loss 0.1390, disc_weight 0.4000, disc_adaptive_weight 4.0675, d_loss 0.4187, logits_real -0.1398, logits_fake -0.1388,
Train Epoch: [1/10] Iters:[1340/20018] gen_loss 0.7964, rec_loss 0.0258, lpips_loss 0.1846, g_loss 0.1382, disc_weight 0.4000, disc_adaptive_weight 4.2380, d_loss 0.4185, logits_real -0.1390, logits_fake -0.1380,
Train Epoch: [1/10] Iters:[1350/20018] gen_loss 0.7583, rec_loss 0.0260, lpips_loss 0.1847, g_loss 0.1376, disc_weight 0.4000, disc_adaptive_weight 3.9819, d_loss 0.4180, logits_real -0.1383, logits_fake -0.1374,
Train Epoch: [1/10] Iters:[1360/20018] gen_loss 0.7857, rec_loss 0.0253, lpips_loss 0.1831, g_loss 0.1371, disc_weight 0.4000, disc_adaptive_weight 4.2099, d_loss 0.4177, logits_real -0.1378, logits_fake -0.1368,
Train Epoch: [1/10] Iters:[1370/20018] gen_loss 0.7933, rec_loss 0.0256, lpips_loss 0.1830, g_loss 0.1364, disc_weight 0.4000, disc_adaptive_weight 4.2867, d_loss 0.4175, logits_real -0.1371, logits_fake -0.1361,
Train Epoch: [1/10] Iters:[1380/20018] gen_loss 0.8020, rec_loss 0.0258, lpips_loss 0.1840, g_loss 0.1356, disc_weight 0.4000, disc_adaptive_weight 4.3652, d_loss 0.4173, logits_real -0.1364, logits_fake -0.1353,
Train Epoch: [1/10] Iters:[1390/20018] gen_loss 0.8132, rec_loss 0.0259, lpips_loss 0.1841, g_loss 0.1350, disc_weight 0.4000, disc_adaptive_weight 4.4672, d_loss 0.4168, logits_real -0.1359, logits_fake -0.1347,
Train Epoch: [1/10] Iters:[1400/20018] gen_loss 0.8564, rec_loss 0.0260, lpips_loss 0.1849, g_loss 0.1341, disc_weight 0.4000, disc_adaptive_weight 4.8189, d_loss 0.4168, logits_real -0.1351, logits_fake -0.1338,
Train Epoch: [1/10] Iters:[1410/20018] gen_loss 0.8471, rec_loss 0.0265, lpips_loss 0.1855, g_loss 0.1330, disc_weight 0.4000, disc_adaptive_weight 4.7705, d_loss 0.4168, logits_real -0.1342, logits_fake -0.1330,
Train Epoch: [1/10] Iters:[1420/20018] gen_loss 0.8221, rec_loss 0.0260, lpips_loss 0.1858, g_loss 0.1323, disc_weight 0.4000, disc_adaptive_weight 4.6095, d_loss 0.4164, logits_real -0.1335, logits_fake -0.1322,
Train Epoch: [1/10] Iters:[1430/20018] gen_loss 0.8457, rec_loss 0.0258, lpips_loss 0.1853, g_loss 0.1316, disc_weight 0.4000, disc_adaptive_weight 4.8201, d_loss 0.4160, logits_real -0.1327, logits_fake -0.1315,
Train Epoch: [1/10] Iters:[1440/20018] gen_loss 0.8036, rec_loss 0.0258, lpips_loss 0.1854, g_loss 0.1310, disc_weight 0.4000, disc_adaptive_weight 4.5224, d_loss 0.4158, logits_real -0.1320, logits_fake -0.1309,
Train Epoch: [1/10] Iters:[1450/20018] gen_loss 0.7611, rec_loss 0.0252, lpips_loss 0.1843, g_loss 0.1304, disc_weight 0.4000, disc_adaptive_weight 4.2325, d_loss 0.4154, logits_real -0.1316, logits_fake -0.1305,
Train Epoch: [1/10] Iters:[1460/20018] gen_loss 0.8057, rec_loss 0.0249, lpips_loss 0.1845, g_loss 0.1301, disc_weight 0.4000, disc_adaptive_weight 4.5910, d_loss 0.4150, logits_real -0.1311, logits_fake -0.1300,
Train Epoch: [1/10] Iters:[1470/20018] gen_loss 0.8111, rec_loss 0.0249, lpips_loss 0.1838, g_loss 0.1294, disc_weight 0.4000, disc_adaptive_weight 4.6592, d_loss 0.4147, logits_real -0.1305, logits_fake -0.1295,
Train Epoch: [1/10] Iters:[1480/20018] gen_loss 0.7948, rec_loss 0.0251, lpips_loss 0.1832, g_loss 0.1288, disc_weight 0.4000, disc_adaptive_weight 4.5615, d_loss 0.4145, logits_real -0.1300, logits_fake -0.1289,
Train Epoch: [1/10] Iters:[1490/20018] gen_loss 0.8292, rec_loss 0.0253, lpips_loss 0.1836, g_loss 0.1280, disc_weight 0.4000, disc_adaptive_weight 4.8527, d_loss 0.4143, logits_real -0.1293, logits_fake -0.1284,
Train Epoch: [1/10] Iters:[1500/20018] gen_loss 0.8414, rec_loss 0.0251, lpips_loss 0.1831, g_loss 0.1274, disc_weight 0.4000, disc_adaptive_weight 4.9749, d_loss 0.4140, logits_real -0.1286, logits_fake -0.1276,
Train Epoch: [1/10] Iters:[1510/20018] gen_loss 0.8437, rec_loss 0.0258, lpips_loss 0.1841, g_loss 0.1268, disc_weight 0.4000, disc_adaptive_weight 5.0058, d_loss 0.4139, logits_real -0.1279, logits_fake -0.1269,
Train Epoch: [1/10] Iters:[1520/20018] gen_loss 0.8580, rec_loss 0.0260, lpips_loss 0.1845, g_loss 0.1264, disc_weight 0.4000, disc_adaptive_weight 5.1258, d_loss 0.4140, logits_real -0.1274, logits_fake -0.1264,
Train Epoch: [1/10] Iters:[1530/20018] gen_loss 0.8347, rec_loss 0.0261, lpips_loss 0.1857, g_loss 0.1258, disc_weight 0.4000, disc_adaptive_weight 4.9509, d_loss 0.4139, logits_real -0.1269, logits_fake -0.1258,
Train Epoch: [1/10] Iters:[1540/20018] gen_loss 0.8257, rec_loss 0.0266, lpips_loss 0.1860, g_loss 0.1253, disc_weight 0.4000, disc_adaptive_weight 4.8866, d_loss 0.4138, logits_real -0.1265, logits_fake -0.1252,
Train Epoch: [1/10] Iters:[1550/20018] gen_loss 0.8127, rec_loss 0.0272, lpips_loss 0.1867, g_loss 0.1250, disc_weight 0.4000, disc_adaptive_weight 4.7862, d_loss 0.4138, logits_real -0.1263, logits_fake -0.1249,
Train Epoch: [1/10] Iters:[1560/20018] gen_loss 0.8076, rec_loss 0.0266, lpips_loss 0.1859, g_loss 0.1246, disc_weight 0.4000, disc_adaptive_weight 4.7762, d_loss 0.4137, logits_real -0.1259, logits_fake -0.1244,
Train Epoch: [1/10] Iters:[1570/20018] gen_loss 0.8255, rec_loss 0.0267, lpips_loss 0.1865, g_loss 0.1240, disc_weight 0.4000, disc_adaptive_weight 4.9361, d_loss 0.4135, logits_real -0.1256, logits_fake -0.1240,
Train Epoch: [1/10] Iters:[1580/20018] gen_loss 0.8359, rec_loss 0.0266, lpips_loss 0.1856, g_loss 0.1238, disc_weight 0.4000, disc_adaptive_weight 5.0372, d_loss 0.4134, logits_real -0.1252, logits_fake -0.1237,
Train Epoch: [1/10] Iters:[1590/20018] gen_loss 0.8389, rec_loss 0.0262, lpips_loss 0.1847, g_loss 0.1237, disc_weight 0.4000, disc_adaptive_weight 5.0751, d_loss 0.4131, logits_real -0.1249, logits_fake -0.1235,
Train Epoch: [1/10] Iters:[1600/20018] gen_loss 0.8399, rec_loss 0.0263, lpips_loss 0.1860, g_loss 0.1234, disc_weight 0.4000, disc_adaptive_weight 5.0868, d_loss 0.4129, logits_real -0.1246, logits_fake -0.1232,
Train Epoch: [1/10] Iters:[1610/20018] gen_loss 0.7791, rec_loss 0.0263, lpips_loss 0.1854, g_loss 0.1232, disc_weight 0.4000, disc_adaptive_weight 4.6081, d_loss 0.4127, logits_real -0.1245, logits_fake -0.1231,
Train Epoch: [1/10] Iters:[1620/20018] gen_loss 0.7429, rec_loss 0.0267, lpips_loss 0.1851, g_loss 0.1231, disc_weight 0.4000, disc_adaptive_weight 4.3128, d_loss 0.4125, logits_real -0.1244, logits_fake -0.1230,
Train Epoch: [1/10] Iters:[1630/20018] gen_loss 0.7288, rec_loss 0.0263, lpips_loss 0.1852, g_loss 0.1229, disc_weight 0.4000, disc_adaptive_weight 4.2054, d_loss 0.4123, logits_real -0.1240, logits_fake -0.1229,
Train Epoch: [1/10] Iters:[1640/20018] gen_loss 0.7078, rec_loss 0.0261, lpips_loss 0.1854, g_loss 0.1224, disc_weight 0.4000, disc_adaptive_weight 4.0541, d_loss 0.4122, logits_real -0.1236, logits_fake -0.1226,
Train Epoch: [1/10] Iters:[1650/20018] gen_loss 0.7062, rec_loss 0.0257, lpips_loss 0.1837, g_loss 0.1221, disc_weight 0.4000, disc_adaptive_weight 4.0708, d_loss 0.4121, logits_real -0.1231, logits_fake -0.1223,
Train Epoch: [1/10] Iters:[1660/20018] gen_loss 0.7279, rec_loss 0.0255, lpips_loss 0.1834, g_loss 0.1218, disc_weight 0.4000, disc_adaptive_weight 4.2584, d_loss 0.4119, logits_real -0.1226, logits_fake -0.1219,
Train Epoch: [1/10] Iters:[1670/20018] gen_loss 0.7334, rec_loss 0.0251, lpips_loss 0.1837, g_loss 0.1214, disc_weight 0.4000, disc_adaptive_weight 4.3213, d_loss 0.4118, logits_real -0.1222, logits_fake -0.1215,
Train Epoch: [1/10] Iters:[1680/20018] gen_loss 0.7155, rec_loss 0.0258, lpips_loss 0.1842, g_loss 0.1210, disc_weight 0.4000, disc_adaptive_weight 4.1731, d_loss 0.4117, logits_real -0.1219, logits_fake -0.1211,
Train Epoch: [1/10] Iters:[1690/20018] gen_loss 0.7274, rec_loss 0.0258, lpips_loss 0.1848, g_loss 0.1208, disc_weight 0.4000, disc_adaptive_weight 4.2749, d_loss 0.4116, logits_real -0.1218, logits_fake -0.1208,
Train Epoch: [1/10] Iters:[1700/20018] gen_loss 0.7247, rec_loss 0.0259, lpips_loss 0.1849, g_loss 0.1206, disc_weight 0.4000, disc_adaptive_weight 4.2606, d_loss 0.4114, logits_real -0.1215, logits_fake -0.1204,
Train Epoch: [1/10] Iters:[1710/20018] gen_loss 0.7286, rec_loss 0.0261, lpips_loss 0.1852, g_loss 0.1199, disc_weight 0.4000, disc_adaptive_weight 4.3163, d_loss 0.4112, logits_real -0.1211, logits_fake -0.1198,
Train Epoch: [1/10] Iters:[1720/20018] gen_loss 0.7242, rec_loss 0.0258, lpips_loss 0.1841, g_loss 0.1193, disc_weight 0.4000, disc_adaptive_weight 4.3091, d_loss 0.4110, logits_real -0.1204, logits_fake -0.1191,
Train Epoch: [1/10] Iters:[1730/20018] gen_loss 0.7322, rec_loss 0.0255, lpips_loss 0.1839, g_loss 0.1186, disc_weight 0.4000, disc_adaptive_weight 4.4036, d_loss 0.4107, logits_real -0.1195, logits_fake -0.1185,
Train Epoch: [1/10] Iters:[1740/20018] gen_loss 0.7219, rec_loss 0.0257, lpips_loss 0.1841, g_loss 0.1175, disc_weight 0.4000, disc_adaptive_weight 4.3534, d_loss 0.4105, logits_real -0.1185, logits_fake -0.1176,
Train Epoch: [1/10] Iters:[1750/20018] gen_loss 0.7124, rec_loss 0.0259, lpips_loss 0.1844, g_loss 0.1167, disc_weight 0.4000, disc_adaptive_weight 4.2986, d_loss 0.4104, logits_real -0.1175, logits_fake -0.1166,
Train Epoch: [1/10] Iters:[1760/20018] gen_loss 0.6974, rec_loss 0.0255, lpips_loss 0.1838, g_loss 0.1160, disc_weight 0.4000, disc_adaptive_weight 4.2044, d_loss 0.4104, logits_real -0.1168, logits_fake -0.1160,
Train Epoch: [1/10] Iters:[1770/20018] gen_loss 0.6847, rec_loss 0.0261, lpips_loss 0.1850, g_loss 0.1154, disc_weight 0.4000, disc_adaptive_weight 4.1021, d_loss 0.4104, logits_real -0.1162, logits_fake -0.1154,
Train Epoch: [1/10] Iters:[1780/20018] gen_loss 0.6908, rec_loss 0.0257, lpips_loss 0.1844, g_loss 0.1148, disc_weight 0.4000, disc_adaptive_weight 4.1833, d_loss 0.4102, logits_real -0.1157, logits_fake -0.1150,
Train Epoch: [1/10] Iters:[1790/20018] gen_loss 0.7224, rec_loss 0.0258, lpips_loss 0.1842, g_loss 0.1144, disc_weight 0.4000, disc_adaptive_weight 4.4818, d_loss 0.4101, logits_real -0.1154, logits_fake -0.1146,
Train Epoch: [1/10] Iters:[1800/20018] gen_loss 0.7104, rec_loss 0.0255, lpips_loss 0.1848, g_loss 0.1137, disc_weight 0.4000, disc_adaptive_weight 4.3981, d_loss 0.4099, logits_real -0.1151, logits_fake -0.1141,
Train Epoch: [1/10] Iters:[1810/20018] gen_loss 0.7157, rec_loss 0.0264, lpips_loss 0.1865, g_loss 0.1129, disc_weight 0.4000, disc_adaptive_weight 4.4530, d_loss 0.4097, logits_real -0.1145, logits_fake -0.1134,
Train Epoch: [1/10] Iters:[1820/20018] gen_loss 0.7353, rec_loss 0.0257, lpips_loss 0.1854, g_loss 0.1124, disc_weight 0.4000, disc_adaptive_weight 4.6631, d_loss 0.4096, logits_real -0.1140, logits_fake -0.1128,
Train Epoch: [1/10] Iters:[1830/20018] gen_loss 0.7605, rec_loss 0.0263, lpips_loss 0.1866, g_loss 0.1117, disc_weight 0.4000, disc_adaptive_weight 4.9001, d_loss 0.4096, logits_real -0.1132, logits_fake -0.1120,
Train Epoch: [1/10] Iters:[1840/20018] gen_loss 0.7285, rec_loss 0.0266, lpips_loss 0.1867, g_loss 0.1112, disc_weight 0.4000, disc_adaptive_weight 4.6347, d_loss 0.4097, logits_real -0.1124, logits_fake -0.1111,
Train Epoch: [1/10] Iters:[1850/20018] gen_loss 0.7369, rec_loss 0.0270, lpips_loss 0.1867, g_loss 0.1108, disc_weight 0.4000, disc_adaptive_weight 4.7202, d_loss 0.4096, logits_real -0.1119, logits_fake -0.1106,
Train Epoch: [1/10] Iters:[1860/20018] gen_loss 0.7306, rec_loss 0.0265, lpips_loss 0.1851, g_loss 0.1104, disc_weight 0.4000, disc_adaptive_weight 4.6956, d_loss 0.4095, logits_real -0.1114, logits_fake -0.1101,
Train Epoch: [1/10] Iters:[1870/20018] gen_loss 0.7087, rec_loss 0.0273, lpips_loss 0.1871, g_loss 0.1097, disc_weight 0.4000, disc_adaptive_weight 4.4983, d_loss 0.4096, logits_real -0.1108, logits_fake -0.1094,
Train Epoch: [1/10] Iters:[1880/20018] gen_loss 0.6927, rec_loss 0.0273, lpips_loss 0.1868, g_loss 0.1094, disc_weight 0.4000, disc_adaptive_weight 4.3725, d_loss 0.4094, logits_real -0.1105, logits_fake -0.1091,
Train Epoch: [1/10] Iters:[1890/20018] gen_loss 0.6825, rec_loss 0.0268, lpips_loss 0.1866, g_loss 0.1090, disc_weight 0.4000, disc_adaptive_weight 4.3047, d_loss 0.4091, logits_real -0.1102, logits_fake -0.1088,
Train Epoch: [1/10] Iters:[1900/20018] gen_loss 0.6790, rec_loss 0.0266, lpips_loss 0.1859, g_loss 0.1085, disc_weight 0.4000, disc_adaptive_weight 4.2986, d_loss 0.4091, logits_real -0.1097, logits_fake -0.1085,
Train Epoch: [1/10] Iters:[1910/20018] gen_loss 0.6668, rec_loss 0.0267, lpips_loss 0.1870, g_loss 0.1083, disc_weight 0.4000, disc_adaptive_weight 4.1837, d_loss 0.4090, logits_real -0.1095, logits_fake -0.1084,
Train Epoch: [1/10] Iters:[1920/20018] gen_loss 0.6569, rec_loss 0.0263, lpips_loss 0.1852, g_loss 0.1080, disc_weight 0.4000, disc_adaptive_weight 4.1199, d_loss 0.4088, logits_real -0.1092, logits_fake -0.1083,
Train Epoch: [1/10] Iters:[1930/20018] gen_loss 0.6670, rec_loss 0.0262, lpips_loss 0.1847, g_loss 0.1074, disc_weight 0.4000, disc_adaptive_weight 4.2494, d_loss 0.4088, logits_real -0.1087, logits_fake -0.1077,
Train Epoch: [1/10] Iters:[1940/20018] gen_loss 0.6704, rec_loss 0.0264, lpips_loss 0.1844, g_loss 0.1067, disc_weight 0.4000, disc_adaptive_weight 4.3104, d_loss 0.4087, logits_real -0.1082, logits_fake -0.1073,
